NoRecords,RecordOrder,Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"13548","2444","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","1232","Food prep nes","2011","2011","tonnes","690.00","","Official data"
"13548","2445","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","115","Food preparations, flour, malt extract","2011","2011","tonnes","101.00","","Official data"
"13548","2446","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","626","Fruit, cooked, homogenized preparations","2011","2011","tonnes","48.00","","Official data"
"13548","2447","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","623","Fruit, prepared nes","2011","2011","tonnes","141.00","","Official data"
"13548","2448","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","172","Glucose and dextrose","2011","2011","tonnes","140.00","","Official data"
"13548","2449","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","507","Grapefruit (inc. pomelos)","2011","2011","tonnes","8.00","","Official data"
"13548","2450","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","910","Ice cream and edible ice","2011","2011","tonnes","399.00","","Official data"
"13548","2451","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","109","Infant food","2011","2011","tonnes","1362.00","","Official data"
"13548","2452","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","622","Juice, fruit nes","2011","2011","tonnes","251.00","","Official data"
"13548","2453","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","562","Juice, grape","2011","2011","tonnes","1.00","","Official data"
"13548","2454","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","509","Juice, grapefruit","2011","2011","tonnes","3.00","","Official data"
"13548","2455","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","499","Juice, lemon, concentrated","2011","2011","tonnes","3.00","","Official data"
"13548","2456","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","491","Juice, orange, single strength","2011","2011","tonnes","6.00","","Official data"
"13548","2457","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","576","Juice, pineapple","2011","2011","tonnes","42.00","","Official data"
"13548","2458","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","390","Juice, tomato","2011","2011","tonnes","0.00","","Official data"
"13548","2459","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","18","Macaroni","2011","2011","tonnes","700.00","","Official data"
"13548","2460","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","898","Milk, skimmed dried","2011","2011","tonnes","0.00","","Official data"
"13548","2461","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","114","Mixes and doughs","2011","2011","tonnes","1.00","","Official data"
"13548","2462","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","1274","Oil, boiled etc","2011","2011","tonnes","42.00","","Official data"
"13548","2463","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","753","Oil, essential nes","2011","2011","tonnes","1.00","","Official data"
"13548","2464","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","339","Oilseeds nes","2011","2011","tonnes","129.00","","Official data"
"13548","2465","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","22","Pastry","2011","2011","tonnes","3022.00","","Official data"
"13548","2466","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","187","Peas, dry","2011","2011","tonnes","141.00","","Official data"
"13548","2467","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","687","Pepper (piper spp.)","2011","2011","tonnes","11.00","","Official data"
"13548","2468","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","537","Plums dried (prunes)","2011","2011","tonnes","21.00","","Official data"
"13548","2469","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","289","Sesame seed","2011","2011","tonnes","154.00","","Official data"
"13548","2470","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","168","Sugar confectionery","2011","2011","tonnes","254.00","","Official data"
"13548","2471","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","164","Sugar refined","2011","2011","tonnes","3432.00","","Official data"
"13548","2472","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","167","Sugar, nes","2011","2011","tonnes","524.00","","Official data"
"13548","2473","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","672","Tea, mate extracts","2011","2011","tonnes","0.00","","Official data"
"13548","2474","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","831","Tobacco products nes","2011","2011","tonnes","19.00","","Official data"
"13548","2475","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","826","Tobacco, unmanufactured","2011","2011","tonnes","10.00","","Official data"
"13548","2476","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","471","Vegetables in vinegar","2011","2011","tonnes","36.00","","Official data"
"13548","2477","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","469","Vegetables, dehydrated","2011","2011","tonnes","17.00","","Official data"
"13548","2478","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","472","Vegetables, preserved nes","2011","2011","tonnes","1119.00","","Official data"
"13548","2479","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","110","Wafers","2011","2011","tonnes","1.00","","Official data"
"13548","2480","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","631","Waters,ice etc","2011","2011","tonnes","2.00","","Official data"
"13548","2481","TM","Detailed trade matrix","138","Mexico","40","Chile","5910","Export Quantity","1296","Waxes vegetable","2011","2011","tonnes","0.00","","Official data"
"13548","2482","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","176","Beans, dry","2011","2011","1000 US$","154.00","","Official data"
"13548","2483","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","51","Beer of barley","2011","2011","1000 US$","26447.00","","Official data"
"13548","2484","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","634","Beverages, distilled alcoholic","2011","2011","1000 US$","6177.00","","Official data"
"13548","2485","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","633","Beverages, non alcoholic","2011","2011","1000 US$","802.00","","Official data"
"13548","2486","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","20","Bread","2011","2011","1000 US$","75.00","","Official data"
"13548","2487","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","335","Cake, linseed","2011","2011","1000 US$","30.00","","Official data"
"13548","2488","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","41","Cereals, breakfast","2011","2011","1000 US$","146.00","","Official data"
"13548","2489","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","901","Cheese, whole cow milk","2011","2011","1000 US$","1464.00","","Official data"
"13548","2490","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","191","Chick peas","2011","2011","1000 US$","150.00","","Official data"
"13548","2491","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","689","Chillies and peppers, dry","2011","2011","1000 US$","1.00","","Official data"
"13548","2492","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","666","Chocolate products nes","2011","2011","1000 US$","3573.00","","Official data"
"13548","2493","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","828","Cigarettes","2011","2011","1000 US$","2.00","","Official data"
"13548","2494","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","693","Cinnamon (canella)","2011","2011","1000 US$","3.00","","Official data"
"13548","2495","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","659","Coffee, extracts","2011","2011","1000 US$","1917.00","","Official data"
"13548","2496","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","656","Coffee, green","2011","2011","1000 US$","1018.00","","Official data"
"13548","2497","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","768","Cotton, carded, combed","2011","2011","1000 US$","47.00","","Official data"
"13548","2498","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","1293","Crude materials","2011","2011","1000 US$","2229.00","","Official data"
"13548","2499","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","1062","Eggs, hen, in shell","2011","2011","1000 US$","91.00","","Official data"
"13548","2500","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","1243","Fat, nes, prepared","2011","2011","1000 US$","46.00","","Official data"
"13548","2501","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","1276","Fatty acids","2011","2011","1000 US$","4.00","","Official data"
"13548","2502","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","845","Feed, compound, nes","2011","2011","1000 US$","678.00","","Official data"
"13548","2503","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","111","Flour, cereals","2011","2011","1000 US$","358.00","","Official data"
"13548","2504","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","58","Flour, maize","2011","2011","1000 US$","3.00","","Official data"
"13548","2505","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","117","Flour, potatoes","2011","2011","1000 US$","48.00","","Official data"
"13548","2506","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","16","Flour, wheat","2011","2011","1000 US$","581.00","","Official data"
"13548","2507","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","1232","Food prep nes","2011","2011","1000 US$","3528.00","","Official data"
"13548","2508","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","115","Food preparations, flour, malt extract","2011","2011","1000 US$","202.00","","Official data"
"13548","2509","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","626","Fruit, cooked, homogenized preparations","2011","2011","1000 US$","115.00","","Official data"
"13548","2510","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","623","Fruit, prepared nes","2011","2011","1000 US$","163.00","","Official data"
"13548","2511","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","172","Glucose and dextrose","2011","2011","1000 US$","105.00","","Official data"
"13548","2512","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","507","Grapefruit (inc. pomelos)","2011","2011","1000 US$","3.00","","Official data"
"13548","2513","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","910","Ice cream and edible ice","2011","2011","1000 US$","982.00","","Official data"
"13548","2514","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","109","Infant food","2011","2011","1000 US$","8736.00","","Official data"
"13548","2515","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","622","Juice, fruit nes","2011","2011","1000 US$","218.00","","Official data"
"13548","2516","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","562","Juice, grape","2011","2011","1000 US$","1.00","","Official data"
"13548","2517","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","509","Juice, grapefruit","2011","2011","1000 US$","2.00","","Official data"
"13548","2518","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","499","Juice, lemon, concentrated","2011","2011","1000 US$","2.00","","Official data"
"13548","2519","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","491","Juice, orange, single strength","2011","2011","1000 US$","3.00","","Official data"
"13548","2520","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","576","Juice, pineapple","2011","2011","1000 US$","32.00","","Official data"
"13548","2521","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","390","Juice, tomato","2011","2011","1000 US$","0.00","","Official data"
"13548","2522","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","18","Macaroni","2011","2011","1000 US$","525.00","","Official data"
"13548","2523","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","898","Milk, skimmed dried","2011","2011","1000 US$","0.00","","Official data"
"13548","2524","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","114","Mixes and doughs","2011","2011","1000 US$","2.00","","Official data"
"13548","2525","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","1274","Oil, boiled etc","2011","2011","1000 US$","89.00","","Official data"
"13548","2526","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","753","Oil, essential nes","2011","2011","1000 US$","16.00","","Official data"
"13548","2527","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","339","Oilseeds nes","2011","2011","1000 US$","446.00","","Official data"
"13548","2528","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","22","Pastry","2011","2011","1000 US$","6881.00","","Official data"
"13548","2529","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","187","Peas, dry","2011","2011","1000 US$","91.00","","Official data"
"13548","2530","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","687","Pepper (piper spp.)","2011","2011","1000 US$","21.00","","Official data"
"13548","2531","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","537","Plums dried (prunes)","2011","2011","1000 US$","21.00","","Official data"
"13548","2532","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","289","Sesame seed","2011","2011","1000 US$","381.00","","Official data"
"13548","2533","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","168","Sugar confectionery","2011","2011","1000 US$","537.00","","Official data"
"13548","2534","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","164","Sugar refined","2011","2011","1000 US$","2826.00","","Official data"
"13548","2535","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","167","Sugar, nes","2011","2011","1000 US$","519.00","","Official data"
"13548","2536","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","672","Tea, mate extracts","2011","2011","1000 US$","0.00","","Official data"
"13548","2537","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","831","Tobacco products nes","2011","2011","1000 US$","129.00","","Official data"
"13548","2538","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","826","Tobacco, unmanufactured","2011","2011","1000 US$","58.00","","Official data"
"13548","2539","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","471","Vegetables in vinegar","2011","2011","1000 US$","68.00","","Official data"
"13548","2540","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","469","Vegetables, dehydrated","2011","2011","1000 US$","52.00","","Official data"
"13548","2541","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","472","Vegetables, preserved nes","2011","2011","1000 US$","4413.00","","Official data"
"13548","2542","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","110","Wafers","2011","2011","1000 US$","4.00","","Official data"
"13548","2543","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","631","Waters,ice etc","2011","2011","1000 US$","1.00","","Official data"
"13548","2544","TM","Detailed trade matrix","138","Mexico","40","Chile","5922","Export Value","1296","Waxes vegetable","2011","2011","1000 US$","0.00","","Official data"
"13548","2545","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","711","Anise, badian, fennel, coriander","2011","2011","tonnes","1179.00","","Official data"
"13548","2546","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","527","Apricots, dry","2011","2011","tonnes","66.00","","Official data"
"13548","2547","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","176","Beans, dry","2011","2011","tonnes","577.00","","Official data"
"13548","2548","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","414","Beans, green","2011","2011","tonnes","0.00","","Official data"
"13548","2549","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","51","Beer of barley","2011","2011","tonnes","87.00","","Official data"
"13548","2550","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","1183","Beeswax","2011","2011","tonnes","110.00","","Official data"
"13548","2551","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","169","Beet pulp","2011","2011","tonnes","0.00","","Official data"
"13548","2552","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","634","Beverages, distilled alcoholic","2011","2011","tonnes","0.00","","Official data"
"13548","2553","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","633","Beverages, non alcoholic","2011","2011","tonnes","385.00","","Official data"
"13548","2554","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","20","Bread","2011","2011","tonnes","5.00","","Official data"
"13548","2555","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","181","Broad beans, horse beans, dry","2011","2011","tonnes","3731.00","","Official data"
"13548","2556","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","335","Cake, linseed","2011","2011","tonnes","0.00","","Official data"
"13548","2557","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","238","Cake, soybeans","2011","2011","tonnes","224.00","","Official data"
"13548","2558","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","269","Cake, sunflower","2011","2011","tonnes","0.00","","Official data"
"13548","2559","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","41","Cereals, breakfast","2011","2011","tonnes","3.00","","Official data"
"13548","2560","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","689","Chillies and peppers, dry","2011","2011","tonnes","12518.00","","Official data"
"13548","2561","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","666","Chocolate products nes","2011","2011","tonnes","514.00","","Official data"
"13548","2562","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","517","Cider etc","2011","2011","tonnes","7.00","","Official data"
"13548","2563","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","828","Cigarettes","2011","2011","tonnes","0.00","","Official data"
"13548","2564","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","693","Cinnamon (canella)","2011","2011","tonnes","0.00","","Official data"
"13548","2565","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","664","Cocoa, butter","2011","2011","tonnes","20.00","","Official data"
"13548","2566","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","665","Cocoa, powder & cake","2011","2011","tonnes","164.00","","Official data"
"13548","2567","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","659","Coffee, extracts","2011","2011","tonnes","0.00","","Official data"
"13548","2568","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","769","Cotton waste","2011","2011","tonnes","0.00","","Official data"
"13548","2569","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","768","Cotton, carded, combed","2011","2011","tonnes","21.00","","Official data"
"13548","2570","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","1293","Crude materials","2011","2011","tonnes","1262.00","","Official data"
"13548","2571","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","1276","Fatty acids","2011","2011","tonnes","191.00","","Official data"
"13548","2572","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","845","Feed, compound, nes","2011","2011","tonnes","3892.00","","Official data"
"13548","2573","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","652","Feed, vegetable products nes","2011","2011","tonnes","463.00","","Official data"
"13548","2574","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","773","Flax fibre and tow","2011","2011","tonnes","0.00","*","Unofficial figure"
"13548","2575","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","111","Flour, cereals","2011","2011","tonnes","0.00","","Official data"
"13548","2576","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","295","Flour, mustard","2011","2011","tonnes","8.00","","Official data"
"13548","2577","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","16","Flour, wheat","2011","2011","tonnes","2.00","","Official data"
"13548","2578","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","1232","Food prep nes","2011","2011","tonnes","5193.00","","Official data"
"13548","2579","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","115","Food preparations, flour, malt extract","2011","2011","tonnes","31.00","","Official data"
"13548","2580","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","166","Fructose and syrup, other","2011","2011","tonnes","0.00","","Official data"
"13548","2581","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","620","Fruit, dried nes","2011","2011","tonnes","785.00","","Official data"
"13548","2582","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","623","Fruit, prepared nes","2011","2011","tonnes","10282.00","","Official data"
"13548","2583","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","720","Ginger","2011","2011","tonnes","60.00","","Official data"
"13548","2584","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","172","Glucose and dextrose","2011","2011","tonnes","552.00","","Official data"
"13548","2585","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","994","Grease incl. lanolin wool","2011","2011","tonnes","8.00","","Official data"
"13548","2586","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","243","Groundnuts, shelled","2011","2011","tonnes","4226.00","","Official data"
"13548","2587","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","677","Hops","2011","2011","tonnes","0.00","","Official data"
"13548","2588","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","109","Infant food","2011","2011","tonnes","0.00","","Official data"
"13548","2589","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","513","Juice, citrus, single strength","2011","2011","tonnes","0.00","","Official data"
"13548","2590","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","622","Juice, fruit nes","2011","2011","tonnes","6.00","","Official data"
"13548","2591","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","562","Juice, grape","2011","2011","tonnes","0.00","","Official data"
"13548","2592","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","509","Juice, grapefruit","2011","2011","tonnes","0.00","","Official data"
"13548","2593","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","499","Juice, lemon, concentrated","2011","2011","tonnes","0.00","","Official data"
"13548","2594","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","492","Juice, orange, concentrated","2011","2011","tonnes","0.00","","Official data"
"13548","2595","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","491","Juice, orange, single strength","2011","2011","tonnes","0.00","","Official data"
"13548","2596","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","576","Juice, pineapple","2011","2011","tonnes","0.00","","Official data"
"13548","2597","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","173","Lactose","2011","2011","tonnes","0.00","","Official data"
"13548","2598","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","18","Macaroni","2011","2011","tonnes","514.00","","Official data"
"13548","2599","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","56","Maize","2011","2011","tonnes","0.00","","Official data"
"13548","2600","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","160","Maple sugar and syrups","2011","2011","tonnes","1.00","","Official data"
"13548","2601","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","1166","Meat, nes","2011","2011","tonnes","110.00","","Official data"
"13548","2602","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","114","Mixes and doughs","2011","2011","tonnes","39.00","","Official data"
"13548","2603","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","165","Molasses","2011","2011","tonnes","0.00","","Official data"
"13548","2604","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","451","Mushrooms, canned","2011","2011","tonnes","875.00","","Official data"
"13548","2605","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","234","Nuts, nes","2011","2011","tonnes","115.00","","Official data"
"13548","2606","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","235","Nuts, prepared (exc. groundnuts)","2011","2011","tonnes","74.00","","Official data"
"13548","2607","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","1274","Oil, boiled etc","2011","2011","tonnes","0.00","","Official data"
"13548","2608","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","252","Oil, coconut (copra)","2011","2011","tonnes","0.00","","Official data"
"13548","2609","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","753","Oil, essential nes","2011","2011","tonnes","691.00","","Official data"
"13548","2610","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","244","Oil, groundnut","2011","2011","tonnes","4.00","","Official data"
"13548","2611","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","334","Oil, linseed","2011","2011","tonnes","0.00","","Official data"
"13548","2612","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","60","Oil, maize","2011","2011","tonnes","0.00","","Official data"
"13548","2613","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","257","Oil, palm","2011","2011","tonnes","0.00","","Official data"
"13548","2614","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","290","Oil, sesame","2011","2011","tonnes","86.00","","Official data"
"13548","2615","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","237","Oil, soybean","2011","2011","tonnes","30.00","","Official data"
"13548","2616","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","340","Oil, vegetable origin nes","2011","2011","tonnes","19.00","","Official data"
"13548","2617","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","339","Oilseeds nes","2011","2011","tonnes","2999.00","","Official data"
"13548","2618","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","262","Olives preserved","2011","2011","tonnes","0.00","","Official data"
"13548","2619","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","22","Pastry","2011","2011","tonnes","763.00","","Official data"
"13548","2620","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","521","Pears","2011","2011","tonnes","303.00","","Official data"
"13548","2621","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","187","Peas, dry","2011","2011","tonnes","0.00","","Official data"
"13548","2622","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","687","Pepper (piper spp.)","2011","2011","tonnes","1.00","","Official data"
"13548","2623","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","843","Pet food","2011","2011","tonnes","1.00","","Official data"
"13548","2624","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","575","Pineapples canned","2011","2011","tonnes","645.00","","Official data"
"13548","2625","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","537","Plums dried (prunes)","2011","2011","tonnes","12.00","","Official data"
"13548","2626","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","118","Potatoes, frozen","2011","2011","tonnes","0.00","","Official data"
"13548","2627","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","561","Raisins","2011","2011","tonnes","19.00","","Official data"
"13548","2628","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","32","Rice, broken","2011","2011","tonnes","0.00","","Official data"
"13548","2629","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","31","Rice, milled","2011","2011","tonnes","2.00","","Official data"
"13548","2630","TM","Detailed trade matrix","138","Mexico","351","China","5610","Import Quantity","149","Roots and tubers, nes","2011","2011","tonnes","179.00","","Official data"
