NoRecords,RecordOrder,Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"13548","1","TM","Detailed trade matrix","138","Mexico","2","Afghanistan","5610","Import Quantity","18","Macaroni","2011","2011","tonnes","0.00","","Official data"
"13548","2","TM","Detailed trade matrix","138","Mexico","2","Afghanistan","5610","Import Quantity","472","Vegetables, preserved nes","2011","2011","tonnes","0.00","","Official data"
"13548","3","TM","Detailed trade matrix","138","Mexico","2","Afghanistan","5622","Import Value","18","Macaroni","2011","2011","1000 US$","0.00","","Official data"
"13548","4","TM","Detailed trade matrix","138","Mexico","2","Afghanistan","5622","Import Value","472","Vegetables, preserved nes","2011","2011","1000 US$","0.00","","Official data"
"13548","5","TM","Detailed trade matrix","138","Mexico","2","Afghanistan","5910","Export Quantity","1293","Crude materials","2011","2011","tonnes","1.00","","Official data"
"13548","6","TM","Detailed trade matrix","138","Mexico","2","Afghanistan","5922","Export Value","1293","Crude materials","2011","2011","1000 US$","2.00","","Official data"
"13548","7","TM","Detailed trade matrix","138","Mexico","3","Albania","5610","Import Quantity","1293","Crude materials","2011","2011","tonnes","4.00","","Official data"
"13548","8","TM","Detailed trade matrix","138","Mexico","3","Albania","5610","Import Quantity","753","Oil, essential nes","2011","2011","tonnes","0.00","","Official data"
"13548","9","TM","Detailed trade matrix","138","Mexico","3","Albania","5610","Import Quantity","723","Spices, nes","2011","2011","tonnes","4.00","","Official data"
"13548","10","TM","Detailed trade matrix","138","Mexico","3","Albania","5610","Import Quantity","168","Sugar confectionery","2011","2011","tonnes","0.00","","Official data"
"13548","11","TM","Detailed trade matrix","138","Mexico","3","Albania","5610","Import Quantity","469","Vegetables, dehydrated","2011","2011","tonnes","0.00","","Official data"
"13548","12","TM","Detailed trade matrix","138","Mexico","3","Albania","5610","Import Quantity","15","Wheat","2011","2011","tonnes","0.00","","Official data"
"13548","13","TM","Detailed trade matrix","138","Mexico","3","Albania","5622","Import Value","1293","Crude materials","2011","2011","1000 US$","26.00","","Official data"
"13548","14","TM","Detailed trade matrix","138","Mexico","3","Albania","5622","Import Value","753","Oil, essential nes","2011","2011","1000 US$","1.00","","Official data"
"13548","15","TM","Detailed trade matrix","138","Mexico","3","Albania","5622","Import Value","723","Spices, nes","2011","2011","1000 US$","51.00","","Official data"
"13548","16","TM","Detailed trade matrix","138","Mexico","3","Albania","5622","Import Value","168","Sugar confectionery","2011","2011","1000 US$","0.00","","Official data"
"13548","17","TM","Detailed trade matrix","138","Mexico","3","Albania","5622","Import Value","469","Vegetables, dehydrated","2011","2011","1000 US$","0.00","","Official data"
"13548","18","TM","Detailed trade matrix","138","Mexico","3","Albania","5622","Import Value","15","Wheat","2011","2011","1000 US$","1.00","","Official data"
"13548","19","TM","Detailed trade matrix","138","Mexico","3","Albania","5910","Export Quantity","51","Beer of barley","2011","2011","tonnes","760.00","","Official data"
"13548","20","TM","Detailed trade matrix","138","Mexico","3","Albania","5910","Export Quantity","168","Sugar confectionery","2011","2011","tonnes","23.00","","Official data"
"13548","21","TM","Detailed trade matrix","138","Mexico","3","Albania","5922","Export Value","51","Beer of barley","2011","2011","1000 US$","730.00","","Official data"
"13548","22","TM","Detailed trade matrix","138","Mexico","3","Albania","5922","Export Value","168","Sugar confectionery","2011","2011","1000 US$","81.00","","Official data"
"13548","23","TM","Detailed trade matrix","138","Mexico","4","Algeria","5610","Import Quantity","1296","Waxes vegetable","2011","2011","tonnes","0.00","","Official data"
"13548","24","TM","Detailed trade matrix","138","Mexico","4","Algeria","5610","Import Quantity","564","Wine","2011","2011","tonnes","2.00","","Official data"
"13548","25","TM","Detailed trade matrix","138","Mexico","4","Algeria","5622","Import Value","1296","Waxes vegetable","2011","2011","1000 US$","0.00","","Official data"
"13548","26","TM","Detailed trade matrix","138","Mexico","4","Algeria","5622","Import Value","564","Wine","2011","2011","1000 US$","7.00","","Official data"
"13548","27","TM","Detailed trade matrix","138","Mexico","4","Algeria","5910","Export Quantity","191","Chick peas","2011","2011","tonnes","5606.00","","Official data"
"13548","28","TM","Detailed trade matrix","138","Mexico","4","Algeria","5910","Export Quantity","666","Chocolate products nes","2011","2011","tonnes","0.00","","Official data"
"13548","29","TM","Detailed trade matrix","138","Mexico","4","Algeria","5910","Export Quantity","1232","Food prep nes","2011","2011","tonnes","419.00","","Official data"
"13548","30","TM","Detailed trade matrix","138","Mexico","4","Algeria","5910","Export Quantity","687","Pepper (piper spp.)","2011","2011","tonnes","50.00","","Official data"
"13548","31","TM","Detailed trade matrix","138","Mexico","4","Algeria","5910","Export Quantity","168","Sugar confectionery","2011","2011","tonnes","53.00","","Official data"
"13548","32","TM","Detailed trade matrix","138","Mexico","4","Algeria","5910","Export Quantity","15","Wheat","2011","2011","tonnes","483704.00","","Official data"
"13548","33","TM","Detailed trade matrix","138","Mexico","4","Algeria","5922","Export Value","191","Chick peas","2011","2011","1000 US$","7767.00","","Official data"
"13548","34","TM","Detailed trade matrix","138","Mexico","4","Algeria","5922","Export Value","666","Chocolate products nes","2011","2011","1000 US$","0.00","","Official data"
"13548","35","TM","Detailed trade matrix","138","Mexico","4","Algeria","5922","Export Value","1232","Food prep nes","2011","2011","1000 US$","1196.00","","Official data"
"13548","36","TM","Detailed trade matrix","138","Mexico","4","Algeria","5922","Export Value","687","Pepper (piper spp.)","2011","2011","1000 US$","181.00","","Official data"
"13548","37","TM","Detailed trade matrix","138","Mexico","4","Algeria","5922","Export Value","168","Sugar confectionery","2011","2011","1000 US$","151.00","","Official data"
"13548","38","TM","Detailed trade matrix","138","Mexico","4","Algeria","5922","Export Value","15","Wheat","2011","2011","1000 US$","180347.00","","Official data"
"13548","39","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","176","Beans, dry","2011","2011","tonnes","16995.00","","Official data"
"13548","40","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","633","Beverages, non alcoholic","2011","2011","tonnes","0.00","","Official data"
"13548","41","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","893","Buttermilk, curdled, acidified milk","2011","2011","tonnes","0.00","","Official data"
"13548","42","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","41","Cereals, breakfast","2011","2011","tonnes","1.00","","Official data"
"13548","43","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","191","Chick peas","2011","2011","tonnes","144.00","","Official data"
"13548","44","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","666","Chocolate products nes","2011","2011","tonnes","243.00","","Official data"
"13548","45","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","659","Coffee, extracts","2011","2011","tonnes","0.00","","Official data"
"13548","46","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","1062","Eggs, hen, in shell","2011","2011","tonnes","1788.00","","Official data"
"13548","47","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","295","Flour, mustard","2011","2011","tonnes","0.00","","Official data"
"13548","48","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","1232","Food prep nes","2011","2011","tonnes","5.00","","Official data"
"13548","49","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","626","Fruit, cooked, homogenized preparations","2011","2011","tonnes","0.00","","Official data"
"13548","50","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","623","Fruit, prepared nes","2011","2011","tonnes","0.00","","Official data"
"13548","51","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","1182","Honey, natural","2011","2011","tonnes","0.00","","Official data"
"13548","52","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","622","Juice, fruit nes","2011","2011","tonnes","3.00","","Official data"
"13548","53","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","491","Juice, orange, single strength","2011","2011","tonnes","0.00","","Official data"
"13548","54","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","576","Juice, pineapple","2011","2011","tonnes","0.00","","Official data"
"13548","55","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","390","Juice, tomato","2011","2011","tonnes","0.00","","Official data"
"13548","56","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","201","Lentils","2011","2011","tonnes","0.00","","Official data"
"13548","57","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","18","Macaroni","2011","2011","tonnes","230.00","","Official data"
"13548","58","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","867","Meat, cattle","2011","2011","tonnes","400.00","","Official data"
"13548","59","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","870","Meat, cattle, boneless (beef & veal)","2011","2011","tonnes","1576.00","","Official data"
"13548","60","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","1058","Meat, chicken","2011","2011","tonnes","722.00","","Official data"
"13548","61","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","1042","Meat, pig, preparations","2011","2011","tonnes","0.00","","Official data"
"13548","62","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","898","Milk, skimmed dried","2011","2011","tonnes","0.00","","Official data"
"13548","63","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","889","Milk, whole condensed","2011","2011","tonnes","0.00","","Official data"
"13548","64","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","114","Mixes and doughs","2011","2011","tonnes","0.00","","Official data"
"13548","65","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","451","Mushrooms, canned","2011","2011","tonnes","0.00","","Official data"
"13548","66","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","868","Offals, edible, cattle","2011","2011","tonnes","150.00","","Official data"
"13548","67","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","261","Oil, olive, virgin","2011","2011","tonnes","0.00","","Official data"
"13548","68","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","281","Oil, safflower","2011","2011","tonnes","3.00","","Official data"
"13548","69","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","237","Oil, soybean","2011","2011","tonnes","0.00","","Official data"
"13548","70","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","22","Pastry","2011","2011","tonnes","0.00","","Official data"
"13548","71","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","31","Rice, milled","2011","2011","tonnes","0.00","","Official data"
"13548","72","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","239","Soya sauce","2011","2011","tonnes","0.00","","Official data"
"13548","73","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","167","Sugar, nes","2011","2011","tonnes","0.00","","Official data"
"13548","74","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","448","Sweet corn prep or preserved","2011","2011","tonnes","0.00","","Official data"
"13548","75","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","667","Tea","2011","2011","tonnes","0.00","","Official data"
"13548","76","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","391","Tomatoes, paste","2011","2011","tonnes","0.00","","Official data"
"13548","77","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","471","Vegetables in vinegar","2011","2011","tonnes","1.00","","Official data"
"13548","78","TM","Detailed trade matrix","138","Mexico","7","Angola","5910","Export Quantity","472","Vegetables, preserved nes","2011","2011","tonnes","1.00","","Official data"
"13548","79","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","176","Beans, dry","2011","2011","1000 US$","15848.00","","Official data"
"13548","80","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","633","Beverages, non alcoholic","2011","2011","1000 US$","0.00","","Official data"
"13548","81","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","893","Buttermilk, curdled, acidified milk","2011","2011","1000 US$","0.00","","Official data"
"13548","82","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","41","Cereals, breakfast","2011","2011","1000 US$","7.00","","Official data"
"13548","83","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","191","Chick peas","2011","2011","1000 US$","145.00","","Official data"
"13548","84","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","666","Chocolate products nes","2011","2011","1000 US$","925.00","","Official data"
"13548","85","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","659","Coffee, extracts","2011","2011","1000 US$","0.00","","Official data"
"13548","86","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","1062","Eggs, hen, in shell","2011","2011","1000 US$","2190.00","","Official data"
"13548","87","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","295","Flour, mustard","2011","2011","1000 US$","0.00","","Official data"
"13548","88","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","1232","Food prep nes","2011","2011","1000 US$","12.00","","Official data"
"13548","89","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","626","Fruit, cooked, homogenized preparations","2011","2011","1000 US$","1.00","","Official data"
"13548","90","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","623","Fruit, prepared nes","2011","2011","1000 US$","2.00","","Official data"
"13548","91","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","1182","Honey, natural","2011","2011","1000 US$","0.00","","Official data"
"13548","92","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","622","Juice, fruit nes","2011","2011","1000 US$","3.00","","Official data"
"13548","93","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","491","Juice, orange, single strength","2011","2011","1000 US$","0.00","","Official data"
"13548","94","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","576","Juice, pineapple","2011","2011","1000 US$","0.00","","Official data"
"13548","95","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","390","Juice, tomato","2011","2011","1000 US$","1.00","","Official data"
"13548","96","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","201","Lentils","2011","2011","1000 US$","0.00","","Official data"
"13548","97","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","18","Macaroni","2011","2011","1000 US$","154.00","","Official data"
"13548","98","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","867","Meat, cattle","2011","2011","1000 US$","1131.00","","Official data"
"13548","99","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","870","Meat, cattle, boneless (beef & veal)","2011","2011","1000 US$","9445.00","","Official data"
"13548","100","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","1058","Meat, chicken","2011","2011","1000 US$","838.00","","Official data"
"13548","101","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","1042","Meat, pig, preparations","2011","2011","1000 US$","1.00","","Official data"
"13548","102","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","898","Milk, skimmed dried","2011","2011","1000 US$","1.00","","Official data"
"13548","103","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","889","Milk, whole condensed","2011","2011","1000 US$","1.00","","Official data"
"13548","104","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","114","Mixes and doughs","2011","2011","1000 US$","4.00","","Official data"
"13548","105","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","451","Mushrooms, canned","2011","2011","1000 US$","1.00","","Official data"
"13548","106","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","868","Offals, edible, cattle","2011","2011","1000 US$","109.00","","Official data"
"13548","107","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","261","Oil, olive, virgin","2011","2011","1000 US$","2.00","","Official data"
"13548","108","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","281","Oil, safflower","2011","2011","1000 US$","5.00","","Official data"
"13548","109","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","237","Oil, soybean","2011","2011","1000 US$","0.00","","Official data"
"13548","110","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","22","Pastry","2011","2011","1000 US$","0.00","","Official data"
"13548","111","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","31","Rice, milled","2011","2011","1000 US$","0.00","","Official data"
"13548","112","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","239","Soya sauce","2011","2011","1000 US$","0.00","","Official data"
"13548","113","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","167","Sugar, nes","2011","2011","1000 US$","1.00","","Official data"
"13548","114","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","448","Sweet corn prep or preserved","2011","2011","1000 US$","0.00","","Official data"
"13548","115","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","667","Tea","2011","2011","1000 US$","1.00","","Official data"
"13548","116","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","391","Tomatoes, paste","2011","2011","1000 US$","0.00","","Official data"
"13548","117","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","471","Vegetables in vinegar","2011","2011","1000 US$","2.00","","Official data"
"13548","118","TM","Detailed trade matrix","138","Mexico","7","Angola","5922","Export Value","472","Vegetables, preserved nes","2011","2011","1000 US$","1.00","","Official data"
"13548","119","TM","Detailed trade matrix","138","Mexico","8","Antigua and Barbuda","5610","Import Quantity","631","Waters,ice etc","2011","2011","tonnes","0.00","","Official data"
"13548","120","TM","Detailed trade matrix","138","Mexico","8","Antigua and Barbuda","5622","Import Value","631","Waters,ice etc","2011","2011","1000 US$","0.00","","Official data"
"13548","121","TM","Detailed trade matrix","138","Mexico","8","Antigua and Barbuda","5910","Export Quantity","51","Beer of barley","2011","2011","tonnes","20.00","","Official data"
"13548","122","TM","Detailed trade matrix","138","Mexico","8","Antigua and Barbuda","5910","Export Quantity","41","Cereals, breakfast","2011","2011","tonnes","28.00","","Official data"
"13548","123","TM","Detailed trade matrix","138","Mexico","8","Antigua and Barbuda","5910","Export Quantity","1232","Food prep nes","2011","2011","tonnes","21.00","","Official data"
"13548","124","TM","Detailed trade matrix","138","Mexico","8","Antigua and Barbuda","5910","Export Quantity","18","Macaroni","2011","2011","tonnes","122.00","","Official data"
"13548","125","TM","Detailed trade matrix","138","Mexico","8","Antigua and Barbuda","5922","Export Value","51","Beer of barley","2011","2011","1000 US$","20.00","","Official data"
"13548","126","TM","Detailed trade matrix","138","Mexico","8","Antigua and Barbuda","5922","Export Value","41","Cereals, breakfast","2011","2011","1000 US$","81.00","","Official data"
"13548","127","TM","Detailed trade matrix","138","Mexico","8","Antigua and Barbuda","5922","Export Value","1232","Food prep nes","2011","2011","1000 US$","74.00","","Official data"
"13548","128","TM","Detailed trade matrix","138","Mexico","8","Antigua and Barbuda","5922","Export Value","18","Macaroni","2011","2011","1000 US$","101.00","","Official data"
"13548","129","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","711","Anise, badian, fennel, coriander","2011","2011","tonnes","100.00","","Official data"
"13548","130","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","51","Beer of barley","2011","2011","tonnes","99.00","","Official data"
"13548","131","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","1183","Beeswax","2011","2011","tonnes","1.00","","Official data"
"13548","132","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","634","Beverages, distilled alcoholic","2011","2011","tonnes","1798.00","","Official data"
"13548","133","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","633","Beverages, non alcoholic","2011","2011","tonnes","1.00","","Official data"
"13548","134","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","20","Bread","2011","2011","tonnes","0.00","","Official data"
"13548","135","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","886","Butter, cow milk","2011","2011","tonnes","79.00","","Official data"
"13548","136","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","113","Cereal preparations, nes","2011","2011","tonnes","0.00","","Official data"
"13548","137","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","41","Cereals, breakfast","2011","2011","tonnes","321.00","","Official data"
"13548","138","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","901","Cheese, whole cow milk","2011","2011","tonnes","227.00","","Official data"
"13548","139","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","689","Chillies and peppers, dry","2011","2011","tonnes","2.00","","Official data"
"13548","140","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","666","Chocolate products nes","2011","2011","tonnes","1492.00","","Official data"
"13548","141","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","659","Coffee, extracts","2011","2011","tonnes","0.00","","Official data"
"13548","142","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","767","Cotton lint","2011","2011","tonnes","1088.00","","Official data"
"13548","143","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","769","Cotton waste","2011","2011","tonnes","21.00","","Official data"
"13548","144","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","885","Cream fresh","2011","2011","tonnes","870.00","","Official data"
"13548","145","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","1293","Crude materials","2011","2011","tonnes","6.00","","Official data"
"13548","146","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","1276","Fatty acids","2011","2011","tonnes","228.00","","Official data"
"13548","147","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","845","Feed, compound, nes","2011","2011","tonnes","45.00","","Official data"
"13548","148","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","295","Flour, mustard","2011","2011","tonnes","0.00","","Official data"
"13548","149","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","212","Flour, pulses","2011","2011","tonnes","1.00","","Official data"
"13548","150","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","16","Flour, wheat","2011","2011","tonnes","0.00","","Official data"
"13548","151","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","1232","Food prep nes","2011","2011","tonnes","913.00","","Official data"
"13548","152","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","115","Food preparations, flour, malt extract","2011","2011","tonnes","6119.00","","Official data"
"13548","153","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","620","Fruit, dried nes","2011","2011","tonnes","90.00","","Official data"
"13548","154","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","623","Fruit, prepared nes","2011","2011","tonnes","4562.00","","Official data"
"13548","155","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","406","Garlic","2011","2011","tonnes","4830.00","","Official data"
"13548","156","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","172","Glucose and dextrose","2011","2011","tonnes","18.00","","Official data"
"13548","157","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","243","Groundnuts, shelled","2011","2011","tonnes","9145.00","","Official data"
"13548","158","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","910","Ice cream and edible ice","2011","2011","tonnes","0.00","","Official data"
"13548","159","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","622","Juice, fruit nes","2011","2011","tonnes","174.00","","Official data"
"13548","160","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","562","Juice, grape","2011","2011","tonnes","1366.00","","Official data"
"13548","161","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","492","Juice, orange, concentrated","2011","2011","tonnes","0.00","","Official data"
"13548","162","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","491","Juice, orange, single strength","2011","2011","tonnes","0.00","","Official data"
"13548","163","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","576","Juice, pineapple","2011","2011","tonnes","26.00","","Official data"
"13548","164","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","18","Macaroni","2011","2011","tonnes","0.00","","Official data"
"13548","165","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","56","Maize","2011","2011","tonnes","339.00","","Official data"
"13548","166","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","671","Maté","2011","2011","tonnes","91.00","","Official data"
"13548","167","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","1164","Meat, dried nes","2011","2011","tonnes","555.00","","Official data"
"13548","168","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","898","Milk, skimmed dried","2011","2011","tonnes","1200.00","","Official data"
"13548","169","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","897","Milk, whole dried","2011","2011","tonnes","2000.00","","Official data"
"13548","170","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","235","Nuts, prepared (exc. groundnuts)","2011","2011","tonnes","1.00","","Official data"
"13548","171","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","1274","Oil, boiled etc","2011","2011","tonnes","287.00","","Official data"
"13548","172","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","753","Oil, essential nes","2011","2011","tonnes","124.00","","Official data"
"13548","173","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","261","Oil, olive, virgin","2011","2011","tonnes","36.00","","Official data"
"13548","174","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","281","Oil, safflower","2011","2011","tonnes","516.00","","Official data"
"13548","175","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","237","Oil, soybean","2011","2011","tonnes","0.00","","Official data"
"13548","176","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","268","Oil, sunflower","2011","2011","tonnes","21610.00","","Official data"
"13548","177","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","340","Oil, vegetable origin nes","2011","2011","tonnes","90.00","","Official data"
"13548","178","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","339","Oilseeds nes","2011","2011","tonnes","283.00","","Official data"
"13548","179","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","262","Olives preserved","2011","2011","tonnes","873.00","","Official data"
"13548","180","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","22","Pastry","2011","2011","tonnes","37.00","","Official data"
"13548","181","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","521","Pears","2011","2011","tonnes","6844.00","","Official data"
"13548","182","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","687","Pepper (piper spp.)","2011","2011","tonnes","1.00","","Official data"
"13548","183","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","575","Pineapples canned","2011","2011","tonnes","0.00","","Official data"
"13548","184","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","537","Plums dried (prunes)","2011","2011","tonnes","1.00","","Official data"
"13548","185","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","31","Rice, milled","2011","2011","tonnes","24.00","","Official data"
"13548","186","TM","Detailed trade matrix","138","Mexico","9","Argentina","5610","Import Quantity","83","Sorghum","2011","2011","tonnes","1.00","","Official data"
