"ItemCode","AreaCode","Flow","Qty","metaData"
"x130120",757,2,8,""
"x130120",780,2,25,""
"x130120",842,2,2121,""
"x130190",32,2,10,""
"x130190",84,2,0,""
"x130190",152,2,1050,""
"x130190",170,2,620,""
"x130190",214,2,129,""
"x130190",218,2,0,""
"x130190",222,2,0,""
"x130190",251,2,0,""
"x130190",320,2,2502,""
"x130190",340,2,6,""
"x130190",344,2,0,""
"x130190",388,2,0,""
"x130190",410,2,0,""
"x130190",586,2,0,""
"x130190",604,2,200,""
"x130190",699,2,92539,""
"x130190",724,2,85,""
"x130190",757,2,10,""
"x130190",764,2,0,""
"x130190",842,2,350,""
"x130190",858,2,0,""
"x130190",862,2,10,""
"x130212",76,2,2,""
"x130212",156,2,15,""
"x130212",604,2,600,""
"x130212",842,2,178340,""
"x130213",320,2,0,""
"x130213",842,2,0,""
"x130219",32,2,594,""
"x130219",36,2,605,""
"x130219",40,2,2023,""
"x130219",56,2,99,""
"x130219",76,2,152752,""
"x130219",84,2,4,""
"x130219",112,2,0,""
"x130219",124,2,1563,""
"x130219",152,2,543,""
"x130219",156,2,2105,""
"x130219",170,2,9113,""
"x130219",188,2,1895,""
"x130219",191,2,0,""
"x130219",203,2,13690,""
"x130219",208,2,6724,""
"x130219",214,2,130,""
"x130219",218,2,4479,""
"x130219",222,2,0,""
"x130219",233,2,0,""
"x130219",251,2,29583,""
"x130219",276,2,638731,""
"x130219",300,2,460,""
"x130219",320,2,4015,""
"x130219",340,2,0,""
"x130219",344,2,0,""
"x130219",348,2,420,""
"x130219",364,2,1325,""
"x130219",372,2,10,""
"x130219",376,2,985,""
"x130219",381,2,774674,""
"x130219",388,2,391,""
"x130219",392,2,650,""
"x130219",398,2,0,""
"x130219",410,2,108951,""
"x130219",440,2,11520,""
"x130219",458,2,2726,""
"x130219",490,2,281,""
"x130219",528,2,23374,""
"x130219",554,2,0,""
"x130219",579,2,0,""
"x130219",586,2,1680,""
"x130219",591,2,25,""
"x130219",604,2,75,""
"x130219",616,2,99024,""
"x130219",620,2,6555,""
"x130219",642,2,12042,""
"x130219",643,2,48,""
"x130219",688,2,0,""
"x130219",699,2,4503,""
"x130219",702,2,0,""
"x130219",704,2,34174,""
"x130219",724,2,22430,""
"x130219",752,2,130,""
"x130219",757,2,28895,""
"x130219",764,2,0,""
"x130219",780,2,25,""
"x130219",784,2,39,""
"x130219",792,2,15,""
"x130219",804,2,1,""
"x130219",826,2,12574,""
"x130219",842,2,11991201,""
"x130219",858,2,8800,""
"x130219",862,2,6106,""
"x130220",32,2,124650,""
"x130220",36,2,32700,""
"x130220",52,2,2500,""
"x130220",68,2,16700,""
"x130220",76,2,392050,""
"x130220",124,2,0,""
"x130220",152,2,111225,""
"x130220",156,2,156050,""
"x130220",170,2,190975,""
"x130220",188,2,6575,""
"x130220",192,2,4800,""
"x130220",203,2,1293039,""
"x130220",208,2,59925,""
"x130220",214,2,1050,""
"x130220",218,2,12900,""
"x130220",222,2,0,""
"x130220",251,2,52500,""
"x130220",320,2,4300,""
"x130220",328,2,0,""
"x130220",344,2,4550,""
"x130220",360,2,8550,""
"x130220",392,2,525800,""
"x130220",410,2,2000,""
"x130220",458,2,41950,""
"x130220",490,2,18575,""
"x130220",554,2,16800,""
"x130220",558,2,500,""
"x130220",586,2,100,""
"x130220",591,2,600,""
"x130220",600,2,0,""
"x130220",604,2,122475,""
"x130220",608,2,11850,""
"x130220",642,2,0,""
"x130220",699,2,225,""
"x130220",702,2,7725,""
"x130220",704,2,95000,""
"x130220",764,2,218800,""
"x130220",842,2,1857093,""
"x130220",858,2,2900,""
"x130220",862,2,10225,""
"x130231",76,2,0,""
"x130231",124,2,0,""
"x130231",152,2,22674,""
"x130231",170,2,0,""
"x130231",188,2,49,""
"x130231",192,2,1,""
"x130231",222,2,25,""
"x130231",251,2,0,""
"x130231",320,2,2714,""
"x130231",340,2,567,""
"x130231",360,2,0,""
"x130231",392,2,1088,""
"x130231",554,2,0,""
"x130231",558,2,75,""
"x130231",591,2,56,""
"x130231",724,2,9085,""
"x130231",842,2,42019,""
"x130232",76,2,5000,""
"x130232",152,2,25,""
"x130232",156,2,4000,""
"x130232",170,2,6000,""
"x130232",188,2,0,""
"x130232",192,2,2000,""
"x130232",214,2,100,""
"x130232",218,2,907,""
"x130232",251,2,9,""
"x130232",320,2,8890,""
"x130232",340,2,200,""
"x130232",381,2,300,""
"x130232",558,2,0,""
"x130232",591,2,100,""
"x130232",842,2,4375,""
"x130232",858,2,25,""
"x130239",32,2,1,""
"x130239",76,2,14,""
"x130239",124,2,0,""
"x130239",152,2,1980,""
"x130239",170,2,2800,""
"x130239",188,2,11281,""
"x130239",214,2,0,""
"x130239",276,2,0,""
"x130239",320,2,1125,""
"x130239",381,2,0,""
"x130239",410,2,0,""
"x130239",422,2,30,""
"x130239",528,2,2269,""
"x130239",579,2,0,""
"x130239",591,2,1000,""
"x130239",604,2,601,""
"x130239",699,2,0,""
"x130239",702,2,0,""
"x130239",705,2,0,""
"x130239",757,2,28,""
"x130239",784,2,2,""
"x130239",826,2,0,""
"x130239",842,2,19900,""
"x130239",862,2,17963,""
"x140110",56,2,1,""
"x140110",251,2,0,""
"x140110",531,2,35,""
"x140110",842,2,1449,""
"x140120",214,2,0,""
"x140120",344,2,0,""
"x140120",458,2,0,""
"x140120",842,2,1687,""
"x140190",84,2,0,""
"x140190",124,2,0,""
"x140190",192,2,0,""
"x140190",214,2,1,""
"x140190",251,2,40,""
"x140190",276,2,0,""
"x140190",381,2,75,""
"x140190",392,2,30,""
"x140190",531,2,48,""
"x140190",724,2,3,""
"x140190",757,2,0,""
"x140190",842,2,2413380,""
"x140420",842,2,77,""
"x140490",4,2,1000,""
"x140490",32,2,26505,""
"x140490",36,2,16292,""
"x140490",40,2,0,""
"x140490",56,2,93218,""
"x140490",76,2,6000,""
"x140490",84,2,2120,""
"x140490",124,2,20577,""
"x140490",144,2,8240,""
"x140490",152,2,5625,""
"x140490",156,2,370230,""
"x140490",170,2,0,""
"x140490",188,2,0,""
"x140490",191,2,0,""
"x140490",192,2,5003,""
"x140490",203,2,0,""
"x140490",251,2,19670,""
"x140490",276,2,84339,""
"x140490",300,2,1125,""
"x140490",320,2,22855,""
"x140490",340,2,90390,""
"x140490",344,2,0,""
"x140490",364,2,12000,""
"x140490",376,2,0,""
"x140490",376,2,6075,""
"x140490",381,2,85335,""
"x140490",392,2,13270,""
"x140490",410,2,1000,""
"x140490",458,2,1500,""
"x140490",490,2,8100,""
"x140490",531,2,8,""
"x140490",554,2,0,""
"x140490",579,2,1000,""
"x140490",586,2,2500,""
"x140490",591,2,912,""
"x140490",604,2,3575,""
"x140490",616,2,12000,""
"x140490",620,2,2000,""
"x140490",699,2,7255,""
"x140490",710,2,0,""
"x140490",724,2,34754,""
"x140490",752,2,4300,""
"x140490",757,2,379132,""
"x140490",764,2,14000,""
"x140490",792,2,12000,""
"x140490",826,2,14131,""
"x140490",842,2,12143336,""
"x140490",858,2,12500,""
"x150100",84,2,0,""
"x150100",124,2,720,""
"x150100",192,2,263,""
"x150100",276,2,26,""
"x150100",392,2,1080360,""
"x150200",188,2,1850,""
"x150200",192,2,72020,""
"x150200",222,2,740,""
"x150200",276,2,95,""
"x150200",320,2,100050,""
"x150200",558,2,740,""
"x150200",591,2,140631,""
"x150200",842,2,173940,""
"x150410",84,2,0,""
"x150410",170,2,0,""
"x150410",188,2,570,""
"x150410",352,2,2850,""
"x150410",360,2,0,""
"x150420",124,2,3974960,""
"x150420",152,2,15636460,""
"x150420",156,2,59770,""
"x150420",188,2,0,""
"x150420",192,2,381,""
"x150420",196,2,40070,""
"x150420",288,2,20480,""
"x150420",320,2,125536,""
"x150420",360,2,900620,""
"x150420",376,2,0,""
"x150420",376,2,232590,""
"x150420",392,2,1956215,""
"x150420",458,2,27200,""
"x150420",490,2,842100,""
"x150420",704,2,0,""
"x150420",704,2,251310,""
"x150420",792,2,253860,""
"x150420",842,2,2688925,""
"x150500",32,2,1225,""
"x150500",36,2,0,""
"x150500",76,2,0,""
"x150500",124,2,0,""
"x150500",170,2,40,""
"x150500",340,2,0,""
"x150500",704,2,0,""
"x150500",842,2,782230,""
"x150500",858,2,160,""
"x150500",862,2,5,""
"x150600",56,2,74649,""
"x150600",76,2,910,""
"x150600",276,2,25606,""
"x150600",320,2,0,""
"x150600",340,2,0,""
"x150600",826,2,0,""
"x150710",84,2,170030,""
"x150710",188,2,0,""
"x150710",842,2,2457,""
"x150790",24,2,186,""
"x150790",76,2,19,""
"x150790",84,2,123495,""
"x150790",124,2,0,""
"x150790",170,2,1,""
"x150790",192,2,303,""
"x150790",218,2,0,""
"x150790",222,2,310115,""
"x150790",276,2,0,""
"x150790",332,2,3148,""
"x150790",340,2,377507,""
"x150790",558,2,0,""
"x150790",740,2,0,""
"x150790",784,2,1,""
"x150790",842,2,2052341,""
"x150810",842,2,0,""
"x150890",124,2,0,""
"x150890",222,2,0,""
"x150890",320,2,0,""
"x150890",842,2,116830,""
"x150910",24,2,385,""
"x150910",124,2,14,""
"x150910",192,2,26,""
"x150910",422,2,50,""
"x150910",842,2,239489,""
"x150990",84,2,114,""
"x150990",124,2,0,""
"x150990",170,2,458,""
"x150990",192,2,11,""
"x150990",222,2,0,""
"x150990",320,2,18,""
"x150990",724,2,5500,""
"x150990",842,2,2444,""
"x150990",858,2,0,""
"x151190",192,2,7,""
"x151190",320,2,0,""
"x151190",842,2,358460,""
"x151211",32,2,760,""
"x151211",40,2,0,""
"x151211",124,2,0,""
"x151211",156,2,0,""
"x151211",276,2,22280,""
"x151211",392,2,480030,""
"x151211",410,2,0,""
"x151211",528,2,941920,""
"x151211",842,2,21351721,""
"x151219",24,2,2563,""
"x151219",32,2,0,""
"x151219",36,2,7800,""
"x151219",44,2,25193,""
"x151219",84,2,24000,""
"x151219",124,2,15144,""
"x151219",136,2,110,""
"x151219",156,2,0,""
"x151219",192,2,5061,""
"x151219",212,2,166,""
"x151219",276,2,1,""
"x151219",308,2,276,""
"x151219",320,2,0,""
"x151219",340,2,10,""
"x151219",392,2,0,""
"x151219",410,2,0,""
"x151219",528,2,86360,""
"x151219",533,2,166,""
"x151219",643,2,0,""
"x151219",660,2,2594,""
"x151219",670,2,3202,""
"x151219",757,2,0,""
"x151219",764,2,15990,""
"x151219",784,2,1,""
"x151219",842,2,2167859,""
"x151219",862,2,381,""
"x151221",842,2,0,""
"x151229",84,2,0,""
"x151229",170,2,75,""
"x151229",320,2,7509,""
"x151229",826,2,0,""
"x151311",36,2,2608,""
"x151311",56,2,0,""
"x151311",124,2,0,""
"x151311",233,2,0,""
"x151311",320,2,92723,""
"x151311",842,2,74818,""
"x151319",36,2,0,""
"x151319",76,2,300,""
"x151319",124,2,1500,""
"x151319",170,2,968,""
"x151319",276,2,30,""
"x151319",320,2,46,""
"x151319",340,2,2,""
"x151319",376,2,15788,""
"x151319",554,2,0,""
"x151319",724,2,0,""
"x151319",842,2,13504,""
"x151319",862,2,20400,""
"x151329",124,2,0,""
"x151329",170,2,5994,""
"x151329",320,2,0,""
"x151329",616,2,0,""
"x151329",842,2,0,""
"x151329",858,2,0,""
"x151411",188,2,0,""
"x151411",842,2,0,""
"x151419",124,2,0,""
"x151419",192,2,1,""
"x151419",203,2,1,""
"x151419",222,2,4383,""
"x151419",392,2,2,""
"x151419",591,2,0,""
"x151419",699,2,180,""
"x151419",842,2,1680318,""
"x151491",36,2,100,""
"x151491",124,2,150,""
"x151491",410,2,0,""
"x151499",44,2,0,""
"x151499",124,2,0,""
"x151499",340,2,21680,""
"x151499",392,2,0,""
"x151499",410,2,0,""
"x151499",764,2,0,""
"x151499",842,2,0,""
"x151511",188,2,61,""
"x151511",340,2,37,""
"x151511",842,2,10,""
"x151519",68,2,8,""
"x151519",124,2,0,""
"x151519",188,2,15,""
"x151519",218,2,0,""
"x151519",340,2,9,""
"x151519",558,2,171,""
"x151519",842,2,8993,""
"x151521",340,2,0,""
"x151521",842,2,8492,""
"x151529",76,2,5130,""
"x151529",124,2,0,""
"x151529",188,2,126855,""
"x151529",192,2,6,""
"x151529",222,2,49355,""
"x151529",332,2,1181,""
"x151529",340,2,4838025,""
"x151529",392,2,11,""
"x151529",591,2,1140,""
"x151529",670,2,0,""
"x151529",842,2,1916525,""
"x151530",124,2,0,""
"x151530",188,2,0,""
"x151530",191,2,0,""
"x151530",604,2,0,""
"x151530",724,2,0,""
"x151530",842,2,0,""
"x151530",858,2,0,""
"x151550",36,2,25089,""
"x151550",40,2,0,""
"x151550",56,2,43640,""
"x151550",76,2,391700,""
"x151550",124,2,46557,""
"x151550",152,2,0,""
"x151550",156,2,0,""
"x151550",170,2,9360,""
"x151550",191,2,0,""
"x151550",192,2,6,""
"x151550",203,2,0,""
"x151550",222,2,0,""
"x151550",233,2,0,""
"x151550",251,2,633150,""
"x151550",276,2,997350,""
"x151550",364,2,15280,""
"x151550",381,2,382,""
"x151550",392,2,366539,""
"x151550",410,2,0,""
"x151550",490,2,1723,""
"x151550",528,2,291996,""
"x151550",554,2,0,""
"x151550",579,2,0,""
"x151550",604,2,0,""
"x151550",616,2,0,""
"x151550",643,2,0,""
"x151550",702,2,312,""
"x151550",703,2,0,""
"x151550",705,2,0,""
"x151550",710,2,0,""
"x151550",724,2,28,""
"x151550",757,2,764,""
"x151550",764,2,195,""
"x151550",788,2,0,""
"x151550",804,2,0,""
"x151550",818,2,0,""
"x151550",826,2,1293725,""
"x151550",842,2,3110239,""
"x151550",858,2,0,""
"x151590",32,2,35,""
"x151590",36,2,4,""
"x151590",40,2,30,""
"x151590",76,2,1179,""
"x151590",112,2,0,""
"x151590",124,2,53847,""
"x151590",152,2,0,""
"x151590",156,2,0,""
"x151590",170,2,583,""
"x151590",188,2,0,""
"x151590",191,2,0,""
"x151590",192,2,219,""
"x151590",203,2,0,""
"x151590",214,2,0,""
"x151590",222,2,0,""
"x151590",251,2,296058,""
"x151590",276,2,123735,""
"x151590",320,2,7118,""
"x151590",332,2,2493,""
"x151590",344,2,13,""
"x151590",392,2,29,""
"x151590",410,2,702,""
"x151590",490,2,1365,""
"x151590",528,2,62400,""
"x151590",533,2,0,""
"x151590",558,2,0,""
"x151590",604,2,0,""
"x151590",608,2,100,""
"x151590",616,2,0,""
"x151590",643,2,0,""
"x151590",705,2,0,""
"x151590",710,2,0,""
"x151590",724,2,22140,""
"x151590",757,2,0,""
"x151590",784,2,2,""
"x151590",804,2,0,""
"x151590",826,2,9461,""
"x151590",842,2,695035,""
"x151590",858,2,30,""
"x151610",76,2,4400,""
"x151610",320,2,25,""
"x151610",558,2,54250,""
"x151610",764,2,0,""
"x151610",842,2,795,""
"x151620",32,2,578,""
"x151620",76,2,47125,""
"x151620",84,2,1591559,""
"x151620",124,2,0,""
"x151620",152,2,0,""
"x151620",156,2,13205,""
"x151620",170,2,2444,""
"x151620",188,2,4774,""
"x151620",192,2,5076116,""
"x151620",203,2,0,""
"x151620",218,2,0,""
"x151620",222,2,25351,""
"x151620",276,2,120,""
"x151620",320,2,693450,""
"x151620",340,2,1764819,""
"x151620",348,2,0,""
"x151620",410,2,0,""
"x151620",458,2,300,""
"x151620",558,2,269543,""
"x151620",591,2,2711698,""
"x151620",604,2,0,""
"x151620",699,2,0,""
"x151620",752,2,0,""
"x151620",842,2,1377829,""
"x151620",858,2,600,""
"x151710",84,2,25002,""
"x151710",124,2,18300,""
"x151710",188,2,0,""
"x151710",192,2,131940,""
"x151710",320,2,153,""
"x151710",340,2,8791,""
"x151710",842,2,1088002,""
"x151790",32,2,0,""
"x151790",76,2,13580,""
"x151790",84,2,60300,""
"x151790",124,2,0,""
"x151790",152,2,18000,""
"x151790",156,2,1600,""
"x151790",170,2,33396,""
"x151790",188,2,6510,""
"x151790",192,2,499,""
"x151790",214,2,363,""
"x151790",218,2,590,""
"x151790",222,2,5566,""
"x151790",320,2,694275,""
"x151790",340,2,88456,""
"x151790",381,2,20,""
"x151790",410,2,0,""
"x151790",458,2,50,""
"x151790",591,2,0,""
"x151790",604,2,57600,""
"x151790",818,2,0,""
"x151790",842,2,16582301,""
"x151790",858,2,5500,""
"x151790",862,2,38160,""
"x151800",32,2,2070,""
"x151800",40,2,0,""
"x151800",76,2,2000,""
"x151800",124,2,0,""
"x151800",152,2,42225,""
"x151800",156,2,0,""
"x151800",170,2,800,""
"x151800",188,2,2820,""
"x151800",222,2,3800,""
"x151800",320,2,7664,""
"x151800",340,2,4800,""
"x151800",372,2,20,""
"x151800",388,2,0,""
"x151800",410,2,0,""
"x151800",558,2,0,""
"x151800",591,2,375,""
"x151800",699,2,0,""
"x151800",724,2,130500,""
"x151800",748,2,2050,""
"x151800",842,2,1665314,""
"x151800",858,2,0,""
"x151800",862,2,6840,""
"x152110",32,2,3000,""
"x152110",36,2,1000,""
"x152110",40,2,0,""
"x152110",124,2,0,""
"x152110",152,2,50,""
"x152110",156,2,80,""
"x152110",170,2,8300,""
"x152110",188,2,1500,""
"x152110",191,2,0,""
"x152110",192,2,2,""
"x152110",203,2,0,""
"x152110",222,2,0,""
"x152110",251,2,360250,""
"x152110",276,2,267025,""
"x152110",320,2,2425,""
"x152110",360,2,1000,""
"x152110",376,2,0,""
"x152110",381,2,3000,""
"x152110",392,2,485470,""
"x152110",410,2,7600,""
"x152110",442,2,0,""
"x152110",490,2,0,""
"x152110",554,2,0,""
"x152110",591,2,0,""
"x152110",604,2,0,""
"x152110",616,2,0,""
"x152110",643,2,0,""
"x152110",699,2,0,""
"x152110",710,2,0,""
"x152110",724,2,27000,""
"x152110",757,2,62,""
"x152110",764,2,0,""
"x152110",792,2,0,""
"x152110",804,2,0,""
"x152110",826,2,80021,""
"x152110",842,2,632289,""
"x152110",858,2,10,""
"x152110",862,2,2000,""
"x152190",170,2,0,""
"x152190",188,2,0,""
"x152190",222,2,1050,""
"x152190",251,2,0,""
"x152190",320,2,0,""
"x152190",376,2,0,""
"x152190",410,2,0,""
"x152190",490,2,0,""
"x152190",558,2,100,""
"x152190",705,2,0,""
"x152190",826,2,1950,""
"x152190",842,2,1067,""
"x152200",392,2,1560,""
"x152200",842,2,597,""
"x160100",84,2,0,""
"x160100",124,2,52,""
"x160100",192,2,467520,""
"x160100",222,2,1372499,""
"x160100",320,2,2794916,""
"x160100",340,2,0,""
"x160100",392,2,162,""
"x160100",462,2,0,""
"x160100",558,2,0,""
"x160100",591,2,27751,""
"x160100",842,2,2504531,""
"x160210",222,2,0,""
"x160210",558,2,0,""
"x160231",192,2,1,""
"x160231",222,2,0,""
"x160231",320,2,2400,""
"x160231",392,2,1,""
"x160231",842,2,810652,""
"x160232",192,2,2,""
"x160232",222,2,231399,""
"x160232",320,2,162817,""
"x160232",340,2,0,""
"x160232",344,2,0,""
"x160232",554,2,0,""
"x160232",842,2,2573571,""
"x160239",320,2,0,""
"x160239",842,2,203897,""
"x160241",24,2,50,""
"x160241",48,2,0,""
"x160241",192,2,69,""
"x160241",222,2,3471,""
"x160241",340,2,1263,""
"x160241",558,2,96,""
"x160241",842,2,450312,""
"x160242",392,2,37464,""
"x160242",842,2,4874,""
"x160249",84,2,861,""
"x160249",192,2,6,""
"x160249",203,2,0,""
"x160249",222,2,0,""
"x160249",231,2,2,""
"x160249",258,2,0,""
"x160249",320,2,35847,""
"x160249",340,2,380,""
"x160249",344,2,0,""
"x160249",392,2,106674,""
"x160249",554,2,0,""
"x160249",558,2,242,""
"x160249",842,2,614178,""
"x160250",124,2,52442,""
"x160250",188,2,0,""
"x160250",192,2,72,""
"x160250",344,2,0,""
"x160250",392,2,2,""
"x160250",410,2,175625,""
"x160250",554,2,0,""
"x160250",591,2,4635,""
"x160250",842,2,1215995,""
"x160290",36,2,108,""
"x160290",392,2,0,""
"x160290",591,2,48,""
"x160290",724,2,1129,""
"x160290",842,2,39,""
"x160300",32,2,650,""
"x160300",192,2,200,""
"x160300",251,2,140,""
"x160300",392,2,508,""
"x160300",410,2,150,""
"x160300",724,2,13850,""
"x160300",842,2,24620,""
"x170111",84,2,21,""
"x170111",124,2,4100000,""
"x170111",214,2,3055,""
"x170111",276,2,1780,""
"x170111",554,2,0,""
"x170111",724,2,25,""
"x170111",842,2,270278819,""
"x170112",124,2,0,""
"x170112",188,2,12,""
"x170112",276,2,0,""
"x170112",410,2,0,""
"x170112",604,2,18,""
"x170112",757,2,0,""
"x170112",842,2,12429515,""
"x170191",84,2,12,""
"x170191",124,2,0,""
"x170191",170,2,4500,""
"x170191",203,2,0,""
"x170191",554,2,0,""
"x170191",591,2,0,""
"x170191",842,2,3998740,""
"x170199",40,2,48,""
"x170199",84,2,58,""
"x170199",124,2,10022914,""
"x170199",152,2,3432000,""
"x170199",170,2,2261,""
"x170199",188,2,2102,""
"x170199",192,2,6,""
"x170199",214,2,3,""
"x170199",218,2,13,""
"x170199",251,2,0,""
"x170199",276,2,340,""
"x170199",320,2,125,""
"x170199",340,2,0,""
"x170199",400,2,0,""
"x170199",554,2,0,""
"x170199",558,2,18,""
"x170199",591,2,0,""
"x170199",604,2,0,""
"x170199",699,2,0,""
"x170199",724,2,582,""
"x170199",826,2,19975020,""
"x170199",842,2,1085736165,""
"x170199",858,2,42,""
"x170211",188,2,2000,""
"x170211",192,2,20000,""
"x170211",320,2,780,""
"x170211",340,2,1000,""
"x170211",410,2,0,""
"x170211",842,2,0,""
"x170219",76,2,0,""
"x170219",84,2,0,""
"x170219",124,2,0,""
"x170219",188,2,3,""
"x170219",218,2,1,""
"x170219",372,2,0,""
"x170219",381,2,138,""
"x170219",410,2,0,""
"x170219",558,2,0,""
"x170219",724,2,1,""
"x170219",764,2,0,""
"x170219",826,2,269,""
"x170219",842,2,7377,""
"x170220",48,2,0,""
"x170220",76,2,400,""
"x170220",124,2,5,""
"x170220",188,2,0,""
"x170220",258,2,0,""
"x170220",410,2,0,""
"x170220",422,2,112,""
"x170220",528,2,0,""
"x170220",616,2,0,""
"x170220",702,2,0,""
"x170220",705,2,0,""
"x170220",724,2,1492,""
"x170220",842,2,1430,""
"x170230",32,2,0,""
"x170230",36,2,144000,""
"x170230",68,2,20000,""
"x170230",124,2,0,""
"x170230",152,2,140000,""
"x170230",170,2,654750,""
"x170230",188,2,3392298,""
"x170230",203,2,0,""
"x170230",214,2,840440,""
"x170230",222,2,6206611,""
"x170230",276,2,301,""
"x170230",320,2,13501525,""
"x170230",340,2,10573,""
"x170230",352,2,0,""
"x170230",392,2,125,""
"x170230",410,2,11,""
"x170230",458,2,16000,""
"x170230",558,2,0,""
"x170230",558,2,39680,""
"x170230",579,2,0,""
"x170230",591,2,818440,""
"x170230",604,2,74800,""
"x170230",724,2,0,""
"x170230",792,2,84007,""
"x170230",826,2,100,""
"x170230",842,2,5275347,""
"x170230",858,2,0,""
"x170230",862,2,3920,""
"x170240",32,2,1,""
"x170240",68,2,6,""
"x170240",76,2,0,""
"x170240",170,2,570,""
"x170240",188,2,1575,""
"x170240",192,2,16000,""
"x170240",214,2,24,""
"x170240",218,2,1,""
"x170240",222,2,11200,""
"x170240",276,2,13750,""
"x170240",579,2,0,""
"x170240",591,2,0,""
"x170240",604,2,105,""
"x170240",826,2,274,""
"x170240",842,2,725690,""
"x170240",858,2,24,""
"x170240",862,2,5000,""
"x170250",76,2,16520,""
"x170250",188,2,0,""
"x170250",214,2,0,""
"x170250",222,2,0,""
"x170250",340,2,1,""
"x170250",579,2,0,""
"x170260",36,2,88768,""
"x170260",40,2,0,""
"x170260",48,2,0,""
"x170260",56,2,19320,""
"x170260",76,2,27514,""
"x170260",124,2,40958,""
"x170260",152,2,0,""
"x170260",156,2,2006,""
"x170260",170,2,5254,""
"x170260",188,2,494200,""
"x170260",191,2,0,""
"x170260",203,2,0,""
"x170260",208,2,5702,""
"x170260",214,2,31032,""
"x170260",222,2,0,""
"x170260",251,2,745291,""
"x170260",276,2,2455557,""
"x170260",320,2,10392,""
"x170260",340,2,32,""
"x170260",344,2,137,""
"x170260",352,2,0,""
"x170260",376,2,44333,""
"x170260",381,2,88280,""
"x170260",392,2,72302,""
"x170260",410,2,817140,""
"x170260",414,2,4896,""
"x170260",422,2,6541,""
"x170260",440,2,20513,""
"x170260",458,2,16121,""
"x170260",490,2,8339,""
"x170260",528,2,2235879,""
"x170260",540,2,0,""
"x170260",554,2,0,""
"x170260",579,2,19719,""
"x170260",591,2,198555,""
"x170260",643,2,8159,""
"x170260",702,2,3321,""
"x170260",705,2,0,""
"x170260",710,2,1395,""
"x170260",724,2,246495,""
"x170260",752,2,9000,""
"x170260",757,2,191723,""
"x170260",764,2,44,""
"x170260",784,2,1571,""
"x170260",788,2,0,""
"x170260",792,2,6621,""
"x170260",826,2,95097,""
"x170260",842,2,20288575,""
"x170260",862,2,54720,""
"x170290",24,2,94,""
"x170290",32,2,850,""
"x170290",36,2,43,""
"x170290",40,2,16,""
"x170290",48,2,0,""
"x170290",76,2,11137,""
"x170290",84,2,420,""
"x170290",124,2,38640,""
"x170290",152,2,524349,""
"x170290",170,2,1272673,""
"x170290",188,2,93404,""
"x170290",191,2,0,""
"x170290",192,2,77983,""
"x170290",214,2,118325,""
"x170290",218,2,0,""
"x170290",222,2,90802,""
"x170290",251,2,449000,""
"x170290",258,2,0,""
"x170290",304,2,0,""
"x170290",320,2,69157,""
"x170290",340,2,720,""
"x170290",372,2,0,""
"x170290",376,2,5085,""
"x170290",381,2,0,""
"x170290",388,2,0,""
"x170290",392,2,420,""
"x170290",410,2,10100,""
"x170290",422,2,0,""
"x170290",458,2,2160,""
"x170290",480,2,0,""
"x170290",558,2,0,""
"x170290",562,2,0,""
"x170290",591,2,29252,""
"x170290",608,2,14040,""
"x170290",702,2,0,""
"x170290",705,2,1024,""
"x170290",724,2,43,""
"x170290",757,2,100,""
"x170290",764,2,0,""
"x170290",792,2,0,""
"x170290",807,2,0,""
"x170290",826,2,1060,""
"x170290",842,2,1397693,""
"x170290",858,2,235033,""
"x170290",862,2,7635,""
"x170310",56,2,0,""
"x170310",124,2,0,""
"x170310",251,2,0,""
"x170310",276,2,4754716,""
"x170310",320,2,1556887,""
"x170310",372,2,0,""
"x170310",528,2,0,""
"x170310",554,2,0,""
"x170310",702,2,0,""
"x170310",826,2,68540029,""
"x170310",842,2,212467934,""
"x170390",124,2,0,""
"x170390",340,2,0,""
"x170390",490,2,0,""
"x170410",8,2,12930,""
"x170410",12,2,52920,""
"x170410",36,2,163599,""
"x170410",40,2,0,""
"x170410",51,2,0,""
"x170410",68,2,28902,""
"x170410",76,2,10013,""
"x170410",84,2,4155,""
"x170410",124,2,109984,""
"x170410",152,2,29,""
"x170410",156,2,0,""
"x170410",170,2,311741,""
"x170410",188,2,324353,""
"x170410",191,2,0,""
"x170410",192,2,42146,""
"x170410",203,2,0,""
"x170410",208,2,0,""
"x170410",214,2,754369,""
"x170410",218,2,10443,""
"x170410",222,2,497127,""
"x170410",231,2,1,""
"x170410",251,2,0,""
"x170410",258,2,0,""
"x170410",276,2,231,""
"x170410",320,2,2556070,""
"x170410",328,2,122,""
"x170410",340,2,422623,""
"x170410",368,2,8887,""
"x170410",372,2,0,""
"x170410",381,2,280,""
"x170410",388,2,7728,""
"x170410",400,2,8636,""
"x170410",408,2,8460,""
"x170410",410,2,0,""
"x170410",422,2,35027,""
"x170410",440,2,5195,""
"x170410",454,2,0,""
"x170410",458,2,0,""
"x170410",504,2,12519,""
"x170410",524,2,0,""
"x170410",528,2,0,""
"x170410",540,2,0,""
"x170410",554,2,2,""
"x170410",558,2,310913,""
"x170410",579,2,0,""
"x170410",591,2,456791,""
"x170410",600,2,3267,""
"x170410",670,2,0,""
"x170410",699,2,12024,""
"x170410",704,2,0,""
"x170410",705,2,0,""
"x170410",752,2,4485,""
"x170410",784,2,5088,""
"x170410",800,2,0,""
