"ItemCode","AreaCode","Flow","Qty","metaData"
"x210210",214,2,297352,""
"x210210",218,2,58412,""
"x210210",222,2,673052,""
"x210210",231,2,67200,""
"x210210",251,2,382125,""
"x210210",276,2,0,""
"x210210",320,2,922035,""
"x210210",324,2,100800,""
"x210210",332,2,86850,""
"x210210",340,2,376462,""
"x210210",360,2,0,""
"x210210",388,2,227980,""
"x210210",398,2,0,""
"x210210",410,2,6000,""
"x210210",490,2,20412,""
"x210210",508,2,67200,""
"x210210",533,2,31910,""
"x210210",558,2,237487,""
"x210210",562,2,31500,""
"x210210",591,2,233773,""
"x210210",600,2,20000,""
"x210210",604,2,0,""
"x210210",616,2,0,""
"x210210",646,2,50400,""
"x210210",704,2,0,""
"x210210",724,2,750,""
"x210210",736,2,50400,""
"x210210",764,2,46500,""
"x210210",780,2,65432,""
"x210210",792,2,0,""
"x210210",842,2,19713139,""
"x210210",862,2,36737,""
"x210220",28,2,12258,""
"x210220",36,2,7000,""
"x210220",56,2,10000,""
"x210220",124,2,0,""
"x210220",152,2,7000,""
"x210220",170,2,73000,""
"x210220",188,2,6000,""
"x210220",214,2,0,""
"x210220",218,2,30000,""
"x210220",222,2,0,""
"x210220",251,2,12000,""
"x210220",320,2,1962,""
"x210220",392,2,140723,""
"x210220",490,2,15000,""
"x210220",533,2,0,""
"x210220",558,2,242,""
"x210220",562,2,0,""
"x210220",586,2,0,""
"x210220",591,2,375,""
"x210220",604,2,7000,""
"x210220",686,2,0,""
"x210220",699,2,27000,""
"x210220",724,2,10875,""
"x210220",757,2,0,""
"x210220",842,2,977583,""
"x210220",858,2,2000,""
"x210230",32,2,0,""
"x210230",84,2,57044,""
"x210230",124,2,27,""
"x210230",152,2,0,""
"x210230",170,2,538,""
"x210230",188,2,25181,""
"x210230",192,2,75039,""
"x210230",214,2,0,""
"x210230",222,2,136532,""
"x210230",251,2,0,""
"x210230",320,2,67112,""
"x210230",340,2,3265,""
"x210230",422,2,0,""
"x210230",591,2,30804,""
"x210230",604,2,0,""
"x210230",784,2,54432,""
"x210230",842,2,2317319,""
"x210310",24,2,15,""
"x210310",124,2,0,""
"x210310",188,2,3247,""
"x210310",192,2,27,""
"x210310",214,2,0,""
"x210310",218,2,3178,""
"x210310",222,2,288,""
"x210310",340,2,1635,""
"x210310",392,2,8,""
"x210310",410,2,0,""
"x210310",422,2,24,""
"x210310",558,2,3562,""
"x210310",591,2,3819,""
"x210310",699,2,0,""
"x210310",702,2,0,""
"x210310",842,2,2829,""
"x210320",24,2,1267,""
"x210320",32,2,958,""
"x210320",36,2,7168,""
"x210320",40,2,0,""
"x210320",44,2,0,""
"x210320",48,2,0,""
"x210320",56,2,0,""
"x210320",68,2,36871,""
"x210320",76,2,12,""
"x210320",84,2,24718,""
"x210320",124,2,10210,""
"x210320",152,2,10303,""
"x210320",156,2,28768,""
"x210320",170,2,3666,""
"x210320",188,2,231734,""
"x210320",192,2,82300,""
"x210320",203,2,0,""
"x210320",208,2,1333,""
"x210320",214,2,122847,""
"x210320",218,2,2500,""
"x210320",222,2,12950,""
"x210320",246,2,0,""
"x210320",251,2,61280,""
"x210320",276,2,99774,""
"x210320",304,2,0,""
"x210320",320,2,50491,""
"x210320",340,2,28212,""
"x210320",344,2,952,""
"x210320",352,2,0,""
"x210320",360,2,842,""
"x210320",388,2,13440,""
"x210320",392,2,12,""
"x210320",410,2,0,""
"x210320",422,2,126,""
"x210320",490,2,370,""
"x210320",528,2,927,""
"x210320",533,2,0,""
"x210320",558,2,14421,""
"x210320",579,2,0,""
"x210320",591,2,18716,""
"x210320",600,2,0,""
"x210320",604,2,1375,""
"x210320",616,2,0,""
"x210320",643,2,0,""
"x210320",699,2,669,""
"x210320",702,2,23543,""
"x210320",703,2,0,""
"x210320",705,2,0,""
"x210320",724,2,120248,""
"x210320",757,2,3994,""
"x210320",764,2,15,""
"x210320",784,2,23,""
"x210320",807,2,0,""
"x210320",826,2,73735,""
"x210320",842,2,6473134,""
"x210320",858,2,0,""
"x210330",24,2,77,""
"x210330",44,2,0,""
"x210330",84,2,55,""
"x210330",124,2,0,""
"x210330",152,2,0,""
"x210330",192,2,1601,""
"x210330",222,2,0,""
"x210330",320,2,17198,""
"x210330",422,2,58,""
"x210330",702,2,0,""
"x210330",842,2,15790,""
"x210390",8,2,0,""
"x210390",24,2,628,""
"x210390",32,2,25980,""
"x210390",36,2,45757,""
"x210390",40,2,17205,""
"x210390",44,2,77534,""
"x210390",48,2,0,""
"x210390",56,2,102686,""
"x210390",68,2,26273,""
"x210390",76,2,120339,""
"x210390",84,2,461419,""
"x210390",124,2,1027578,""
"x210390",136,2,75,""
"x210390",152,2,270450,""
"x210390",156,2,56481,""
"x210390",170,2,1321643,""
"x210390",188,2,373145,""
"x210390",191,2,0,""
"x210390",192,2,43123,""
"x210390",196,2,22,""
"x210390",203,2,43593,""
"x210390",208,2,66848,""
"x210390",214,2,728013,""
"x210390",218,2,213909,""
"x210390",222,2,471195,""
"x210390",231,2,3,""
"x210390",246,2,72255,""
"x210390",251,2,415570,""
"x210390",276,2,241862,""
"x210390",320,2,1606160,""
"x210390",328,2,0,""
"x210390",332,2,210000,""
"x210390",340,2,1261883,""
"x210390",344,2,2163,""
"x210390",352,2,0,""
"x210390",360,2,1444,""
"x210390",372,2,14308,""
"x210390",376,2,957,""
"x210390",381,2,46036,""
"x210390",388,2,26533,""
"x210390",392,2,1679499,""
"x210390",398,2,0,""
"x210390",400,2,0,""
"x210390",410,2,76397,""
"x210390",414,2,648,""
"x210390",422,2,746,""
"x210390",442,2,0,""
"x210390",446,2,0,""
"x210390",450,2,0,""
"x210390",480,2,0,""
"x210390",490,2,2310,""
"x210390",498,2,0,""
"x210390",524,2,0,""
"x210390",528,2,356770,""
"x210390",540,2,0,""
"x210390",554,2,21417,""
"x210390",558,2,27355,""
"x210390",579,2,2918,""
"x210390",591,2,317524,""
"x210390",600,2,11343,""
"x210390",604,2,147239,""
"x210390",608,2,3282,""
"x210390",616,2,31916,""
"x210390",620,2,10647,""
"x210390",643,2,56028,""
"x210390",670,2,0,""
"x210390",682,2,194304,""
"x210390",688,2,0,""
"x210390",699,2,439,""
"x210390",702,2,71018,""
"x210390",703,2,1546,""
"x210390",705,2,0,""
"x210390",710,2,5448,""
"x210390",724,2,343454,""
"x210390",752,2,70786,""
"x210390",757,2,19623,""
"x210390",764,2,58385,""
"x210390",780,2,84300,""
"x210390",784,2,65431,""
"x210390",792,2,0,""
"x210390",807,2,0,""
"x210390",826,2,1750677,""
"x210390",842,2,90848271,""
"x210390",858,2,12597,""
"x210390",862,2,2166961,""
"x210410",24,2,1998,""
"x210410",28,2,353,""
"x210410",32,2,2400,""
"x210410",36,2,90,""
"x210410",40,2,308,""
"x210410",68,2,5340,""
"x210410",76,2,636036,""
"x210410",84,2,6910,""
"x210410",124,2,392795,""
"x210410",152,2,683,""
"x210410",156,2,0,""
"x210410",170,2,4681,""
"x210410",188,2,222969,""
"x210410",192,2,2885,""
"x210410",203,2,1024,""
"x210410",214,2,88461,""
"x210410",218,2,6360,""
"x210410",222,2,37278,""
"x210410",231,2,1,""
"x210410",251,2,589,""
"x210410",276,2,21025,""
"x210410",320,2,1793196,""
"x210410",340,2,195781,""
"x210410",344,2,606929,""
"x210410",381,2,21,""
"x210410",410,2,0,""
"x210410",422,2,103,""
"x210410",490,2,0,""
"x210410",524,2,0,""
"x210410",528,2,817,""
"x210410",554,2,12,""
"x210410",558,2,0,""
"x210410",591,2,560509,""
"x210410",600,2,2184,""
"x210410",604,2,5298,""
"x210410",616,2,175,""
"x210410",703,2,283,""
"x210410",724,2,13046,""
"x210410",757,2,10,""
"x210410",780,2,503,""
"x210410",784,2,700,""
"x210410",826,2,16128,""
"x210410",842,2,7243583,""
"x210410",862,2,145939,""
"x210420",24,2,216,""
"x210420",68,2,922,""
"x210420",84,2,0,""
"x210420",124,2,0,""
"x210420",152,2,3840,""
"x210420",170,2,73148,""
"x210420",188,2,11203,""
"x210420",214,2,26524,""
"x210420",222,2,2658,""
"x210420",231,2,2,""
"x210420",276,2,48,""
"x210420",308,2,5,""
"x210420",320,2,0,""
"x210420",340,2,72260,""
"x210420",392,2,7,""
"x210420",400,2,0,""
"x210420",410,2,112594,""
"x210420",531,2,1125,""
"x210420",533,2,1329,""
"x210420",558,2,0,""
"x210420",591,2,7444,""
"x210420",604,2,22662,""
"x210420",724,2,31,""
"x210420",757,2,101,""
"x210420",764,2,22800,""
"x210420",826,2,674,""
"x210420",842,2,83684,""
"x210420",858,2,2617,""
"x210500",152,2,398966,""
"x210500",192,2,276378,""
"x210500",214,2,151370,""
"x210500",222,2,25880,""
"x210500",320,2,14266,""
"x210500",340,2,13917,""
"x210500",372,2,0,""
"x210500",528,2,5,""
"x210500",604,2,13,""
"x210500",724,2,6,""
"x210500",757,2,8,""
"x210500",764,2,14,""
"x210500",780,2,11537,""
"x210500",826,2,52,""
"x210500",842,2,161729,""
"x210610",32,2,10077,""
"x210610",44,2,0,""
"x210610",68,2,0,""
"x210610",76,2,581,""
"x210610",84,2,300,""
"x210610",124,2,15,""
"x210610",152,2,0,""
"x210610",156,2,0,""
"x210610",170,2,34385,""
"x210610",188,2,10440,""
"x210610",192,2,43029,""
"x210610",208,2,0,""
"x210610",214,2,13250,""
"x210610",218,2,0,""
"x210610",222,2,179269,""
"x210610",320,2,67304,""
"x210610",340,2,17810,""
"x210610",372,2,0,""
"x210610",392,2,2000,""
"x210610",458,2,0,""
"x210610",528,2,0,""
"x210610",531,2,1525,""
"x210610",558,2,0,""
"x210610",591,2,6000,""
"x210610",826,2,0,""
"x210610",842,2,49383,""
"x210610",862,2,187135,""
"x210690",8,2,0,""
"x210690",24,2,121,""
"x210690",32,2,3277730,""
"x210690",36,2,72470,""
"x210690",40,2,21034,""
"x210690",44,2,2393,""
"x210690",48,2,0,""
"x210690",52,2,3937,""
"x210690",56,2,124,""
"x210690",60,2,502,""
"x210690",68,2,607369,""
"x210690",70,2,0,""
"x210690",76,2,3204007,""
"x210690",84,2,75546,""
"x210690",124,2,2012666,""
"x210690",136,2,502,""
"x210690",144,2,0,""
"x210690",152,2,416940,""
"x210690",156,2,47351,""
"x210690",170,2,1170168,""
"x210690",188,2,2310515,""
"x210690",191,2,0,""
"x210690",192,2,124836,""
"x210690",196,2,0,""
"x210690",208,2,2435,""
"x210690",214,2,1712179,""
"x210690",218,2,576801,""
"x210690",222,2,1862757,""
"x210690",231,2,6,""
"x210690",251,2,6061,""
"x210690",276,2,175446,""
"x210690",300,2,1795,""
"x210690",320,2,4419438,""
"x210690",328,2,341,""
"x210690",332,2,143718,""
"x210690",340,2,883400,""
"x210690",344,2,724,""
"x210690",348,2,6491,""
"x210690",360,2,57936,""
"x210690",372,2,0,""
"x210690",376,2,1,""
"x210690",381,2,9319,""
"x210690",388,2,42042,""
"x210690",392,2,196514,""
"x210690",400,2,0,""
"x210690",404,2,396,""
"x210690",410,2,91218,""
"x210690",422,2,61,""
"x210690",442,2,0,""
"x210690",458,2,4,""
"x210690",478,2,23214,""
"x210690",490,2,2055,""
"x210690",504,2,152379,""
"x210690",524,2,3359,""
"x210690",528,2,1075959,""
"x210690",531,2,502,""
"x210690",540,2,0,""
"x210690",554,2,8606,""
"x210690",558,2,561979,""
"x210690",579,2,0,""
"x210690",591,2,939305,""
"x210690",600,2,70709,""
"x210690",604,2,1081458,""
"x210690",608,2,1248,""
"x210690",616,2,125,""
"x210690",620,2,0,""
"x210690",634,2,2838,""
"x210690",659,2,0,""
"x210690",670,2,0,""
"x210690",699,2,307,""
"x210690",702,2,1459,""
"x210690",703,2,245,""
"x210690",705,2,136,""
"x210690",710,2,667897,""
"x210690",724,2,42370,""
"x210690",740,2,0,""
"x210690",752,2,0,""
"x210690",757,2,3090,""
"x210690",764,2,5221,""
"x210690",780,2,155046,""
"x210690",784,2,7564,""
"x210690",792,2,7085,""
"x210690",807,2,0,""
"x210690",826,2,302014,""
"x210690",842,2,35213355,""
"x210690",858,2,1095009,""
"x210690",862,2,1780577,""
"x220110",32,2,6048,""
"x220110",40,2,446,""
"x220110",68,2,56515,""
"x220110",84,2,75481,""
"x220110",124,2,0,""
"x220110",152,2,2160,""
"x220110",156,2,30,""
"x220110",170,2,77770,""
"x220110",188,2,19637,""
"x220110",214,2,4320,""
"x220110",218,2,29376,""
"x220110",222,2,3456,""
"x220110",276,2,90,""
"x220110",320,2,21600,""
"x220110",372,2,0,""
"x220110",381,2,11,""
"x220110",388,2,0,""
"x220110",400,2,0,""
"x220110",470,2,1200,""
"x220110",558,2,3339,""
"x220110",591,2,15120,""
"x220110",600,2,1296,""
"x220110",604,2,170532,""
"x220110",724,2,29,""
"x220110",784,2,1,""
"x220110",842,2,31433087,""
"x220110",858,2,864,""
"x220110",862,2,10,""
"x220190",68,2,0,""
"x220190",124,2,0,""
"x220190",152,2,0,""
"x220190",214,2,0,""
"x220190",218,2,0,""
"x220190",222,2,0,""
"x220190",276,2,0,""
"x220190",320,2,0,""
"x220190",340,2,0,""
"x220190",372,2,0,""
"x220190",381,2,0,""
"x220190",591,2,0,""
"x220190",724,2,0,""
"x220190",842,2,0,""
"x220190",858,2,0,""
"x220210",24,2,218,""
"x220210",32,2,169,""
"x220210",36,2,25,""
"x220210",44,2,1680,""
"x220210",56,2,0,""
"x220210",68,2,107309,""
"x220210",84,2,837622,""
"x220210",124,2,120432,""
"x220210",152,2,101,""
"x220210",156,2,478,""
"x220210",170,2,334250,""
"x220210",188,2,352574,""
"x220210",192,2,2033753,""
"x220210",214,2,335738,""
"x220210",222,2,204840,""
"x220210",251,2,0,""
"x220210",276,2,2342,""
"x220210",300,2,0,""
"x220210",320,2,5613528,""
"x220210",328,2,164714,""
"x220210",332,2,28598,""
"x220210",340,2,181464,""
"x220210",344,2,137,""
"x220210",372,2,0,""
"x220210",381,2,5860,""
"x220210",388,2,6,""
"x220210",410,2,0,""
"x220210",470,2,26995,""
"x220210",524,2,1,""
"x220210",528,2,92413,""
"x220210",531,2,19147,""
"x220210",533,2,5456,""
"x220210",554,2,0,""
"x220210",558,2,5107,""
"x220210",591,2,437371,""
"x220210",604,2,0,""
"x220210",659,2,19368,""
"x220210",699,2,0,""
"x220210",710,2,0,""
"x220210",724,2,168876,""
"x220210",752,2,1,""
"x220210",757,2,140,""
"x220210",764,2,0,""
"x220210",784,2,14,""
"x220210",826,2,0,""
"x220210",842,2,284413740,""
"x220290",32,2,161510,""
"x220290",36,2,34520,""
"x220290",40,2,305,""
"x220290",44,2,9030,""
"x220290",68,2,697320,""
"x220290",76,2,104544,""
"x220290",84,2,19827,""
"x220290",124,2,200,""
"x220290",132,2,18492,""
"x220290",136,2,1080,""
"x220290",152,2,334202,""
"x220290",156,2,0,""
"x220290",170,2,729641,""
"x220290",188,2,1095739,""
"x220290",191,2,0,""
"x220290",192,2,250069,""
"x220290",214,2,243753,""
"x220290",218,2,1864405,""
"x220290",222,2,331324,""
"x220290",251,2,0,""
"x220290",276,2,22397,""
"x220290",288,2,0,""
"x220290",300,2,3840,""
"x220290",320,2,1868914,""
"x220290",328,2,0,""
"x220290",332,2,45150,""
"x220290",340,2,114492,""
"x220290",372,2,0,""
"x220290",388,2,43680,""
"x220290",392,2,20,""
"x220290",400,2,0,""
"x220290",410,2,0,""
"x220290",422,2,60,""
"x220290",428,2,0,""
"x220290",470,2,0,""
"x220290",528,2,4080,""
"x220290",531,2,24715,""
"x220290",533,2,1045,""
"x220290",554,2,5940,""
"x220290",558,2,165077,""
"x220290",591,2,635089,""
"x220290",600,2,201296,""
"x220290",604,2,3096838,""
"x220290",620,2,1823,""
"x220290",634,2,540,""
"x220290",659,2,69856,""
"x220290",702,2,1080,""
"x220290",705,2,0,""
"x220290",710,2,0,""
"x220290",724,2,27881,""
"x220290",764,2,0,""
"x220290",780,2,2700,""
"x220290",784,2,5223,""
"x220290",826,2,40526,""
"x220290",842,2,51145418,""
"x220290",858,2,7170,""
"x220290",862,2,593341,""
"x220300",8,2,759815,""
"x220300",28,2,20038,""
"x220300",31,2,49896,""
"x220300",32,2,11678000,""
"x220300",36,2,69389130,""
"x220300",40,2,3203145,""
"x220300",44,2,197269,""
"x220300",48,2,290376,""
"x220300",51,2,0,""
"x220300",56,2,1241663,""
"x220300",60,2,138524,""
"x220300",68,2,617647,""
"x220300",70,2,0,""
"x220300",76,2,4664802,""
"x220300",84,2,1428037,""
"x220300",92,2,53472,""
"x220300",100,2,175444,""
"x220300",112,2,0,""
"x220300",116,2,0,""
"x220300",120,2,9202,""
"x220300",124,2,55645705,""
"x220300",136,2,115174,""
"x220300",144,2,165616,""
"x220300",152,2,33562811,""
"x220300",156,2,4022251,""
"x220300",170,2,3509218,""
"x220300",178,2,27605,""
"x220300",188,2,2843055,""
"x220300",191,2,314286,""
"x220300",192,2,515290,""
"x220300",196,2,700455,""
"x220300",203,2,0,""
"x220300",208,2,545348,""
"x220300",214,2,1238842,""
"x220300",218,2,2278924,""
"x220300",222,2,2181936,""
"x220300",231,2,0,""
"x220300",233,2,857848,""
"x220300",242,2,0,""
"x220300",246,2,1436609,""
"x220300",251,2,4559765,""
"x220300",258,2,14995,""
"x220300",262,2,42941,""
"x220300",268,2,49896,""
"x220300",276,2,5025237,""
"x220300",288,2,42941,""
"x220300",300,2,4580853,""
"x220300",304,2,0,""
"x220300",320,2,10180328,""
"x220300",340,2,5459174,""
"x220300",344,2,1761006,""
"x220300",348,2,521234,""
"x220300",352,2,0,""
"x220300",360,2,0,""
"x220300",372,2,760666,""
"x220300",376,2,572544,""
"x220300",381,2,16251136,""
"x220300",384,2,0,""
"x220300",388,2,0,""
"x220300",392,2,4764277,""
"x220300",398,2,150394,""
"x220300",400,2,162162,""
"x220300",404,2,71568,""
"x220300",410,2,2456412,""
"x220300",417,2,27619,""
"x220300",422,2,443210,""
"x220300",428,2,366675,""
"x220300",430,2,9202,""
"x220300",440,2,0,""
"x220300",442,2,0,""
"x220300",446,2,0,""
"x220300",450,2,0,""
"x220300",454,2,0,""
"x220300",458,2,390557,""
"x220300",462,2,73613,""
"x220300",470,2,0,""
"x220300",480,2,42941,""
"x220300",490,2,875890,""
"x220300",498,2,0,""
"x220300",504,2,28218,""
"x220300",512,2,100195,""
"x220300",524,2,0,""
"x220300",528,2,4586967,""
"x220300",531,2,73756,""
"x220300",533,2,80760,""
"x220300",540,2,11790,""
"x220300",554,2,9604009,""
"x220300",558,2,1065481,""
"x220300",566,2,83837,""
"x220300",579,2,2629407,""
"x220300",586,2,0,""
"x220300",591,2,4744953,""
"x220300",600,2,1110131,""
"x220300",604,2,768163,""
"x220300",608,2,37497,""
"x220300",616,2,561330,""
"x220300",620,2,517130,""
"x220300",634,2,543917,""
"x220300",642,2,728545,""
"x220300",643,2,743219,""
"x220300",646,2,0,""
"x220300",659,2,0,""
"x220300",670,2,0,""
"x220300",686,2,27605,""
"x220300",688,2,0,""
"x220300",694,2,9202,""
"x220300",699,2,1566918,""
"x220300",702,2,2046104,""
"x220300",703,2,0,""
"x220300",704,2,400781,""
"x220300",705,2,97026,""
"x220300",710,2,357840,""
"x220300",724,2,18268707,""
"x220300",752,2,4745353,""
"x220300",757,2,2363131,""
"x220300",760,2,28218,""
"x220300",764,2,458035,""
"x220300",780,2,18662,""
"x220300",784,2,3145508,""
"x220300",792,2,647150,""
"x220300",796,2,9813,""
"x220300",800,2,0,""
"x220300",804,2,1211774,""
"x220300",807,2,0,""
"x220300",818,2,0,""
"x220300",826,2,67869333,""
"x220300",842,2,1752104444,""
"x220300",858,2,1401213,""
"x220300",882,2,0,""
"x220410",124,2,0,""
"x220410",208,2,0,""
"x220410",214,2,0,""
"x220410",222,2,0,""
"x220410",251,2,131,""
"x220410",320,2,0,""
"x220410",392,2,466110,""
"x220410",462,2,0,""
"x220410",643,2,0,""
"x220410",842,2,0,""
"x220421",40,2,0,""
"x220421",48,2,0,""
"x220421",56,2,17469,""
"x220421",84,2,1395,""
"x220421",124,2,144567,""
"x220421",152,2,0,""
"x220421",156,2,504,""
"x220421",188,2,1140,""
"x220421",192,2,18,""
"x220421",204,2,3,""
"x220421",208,2,35624,""
"x220421",222,2,5478,""
"x220421",233,2,0,""
"x220421",251,2,28055,""
"x220421",276,2,119629,""
"x220421",320,2,16111,""
"x220421",332,2,2055,""
"x220421",340,2,7752,""
"x220421",360,2,0,""
"x220421",372,2,0,""
"x220421",381,2,4464,""
"x220421",388,2,0,""
"x220421",392,2,18225,""
"x220421",410,2,0,""
"x220421",442,2,0,""
"x220421",462,2,0,""
"x220421",490,2,1008,""
"x220421",528,2,19440,""
"x220421",531,2,9322,""
"x220421",591,2,1803,""
"x220421",616,2,8483,""
"x220421",620,2,0,""
"x220421",699,2,0,""
"x220421",702,2,32,""
"x220421",705,2,0,""
"x220421",724,2,0,""
"x220421",757,2,63,""
"x220421",764,2,0,""
"x220421",826,2,8858,""
"x220421",842,2,211998,""
"x220429",56,2,0,""
"x220429",222,2,16,""
"x220429",251,2,0,""
"x220429",276,2,0,""
"x220429",320,2,0,""
"x220429",332,2,80,""
"x220429",340,2,0,""
"x220429",372,2,0,""
"x220429",381,2,0,""
"x220429",410,2,0,""
"x220429",458,2,0,""
"x220429",462,2,0,""
"x220429",528,2,0,""
"x220429",620,2,0,""
"x220429",646,2,0,""
"x220429",659,2,0,""
"x220429",699,2,0,""
"x220429",724,2,0,""
"x220429",807,2,0,""
"x220429",842,2,201,""
"x220430",196,2,0,""
"x220430",276,2,1,""
"x220430",320,2,0,""
"x220510",276,2,3,""
"x220510",392,2,0,""
"x220510",462,2,0,""
"x220590",417,2,0,""
"x220590",842,2,0,""
"x220600",36,2,0,""
"x220600",76,2,17,""
"x220600",124,2,169097,""
"x220600",188,2,3138,""
"x220600",222,2,2507,""
"x220600",246,2,13,""
"x220600",251,2,29,""
"x220600",276,2,18,""
"x220600",320,2,32193,""
"x220600",332,2,7035,""
"x220600",340,2,92004,""
"x220600",344,2,21,""
"x220600",392,2,67,""
"x220600",531,2,8064,""
"x220600",554,2,0,""
"x220600",558,2,0,""
"x220600",591,2,14524,""
"x220600",616,2,53,""
"x220600",642,2,13,""
"x220600",699,2,66,""
"x220600",702,2,21,""
"x220600",724,2,0,""
"x220600",826,2,51,""
"x220600",842,2,554448,""
"x220710",32,2,76,""
"x220710",68,2,0,""
"x220710",76,2,0,""
"x220710",124,2,4643449,""
"x220710",152,2,3994,""
"x220710",156,2,0,""
"x220710",188,2,1934,""
"x220710",214,2,0,""
"x220710",218,2,0,""
"x220710",222,2,0,""
"x220710",320,2,159826,""
"x220710",332,2,5699609,""
"x220710",531,2,33887,""
"x220710",558,2,0,""
"x220710",591,2,0,""
"x220710",604,2,6143,""
"x220710",710,2,0,""
"x220710",842,2,2902056,""
"x220720",32,2,10780,""
"x220720",40,2,0,""
"x220720",68,2,4072,""
"x220720",76,2,38989,""
"x220720",124,2,0,""
"x220720",152,2,9555,""
"x220720",170,2,13435,""
"x220720",188,2,12517,""
"x220720",214,2,20374,""
"x220720",218,2,10837,""
"x220720",222,2,9882,""
"x220720",320,2,10197,""
"x220720",340,2,4005,""
"x220720",528,2,0,""
"x220720",558,2,0,""
"x220720",558,2,2541,""
"x220720",591,2,1693,""
"x220720",600,2,8075,""
"x220720",604,2,20002,""
"x220720",710,2,0,""
"x220720",780,2,1896,""
"x220720",858,2,1947,""
"x220820",48,2,0,""
"x220820",84,2,0,""
"x220820",124,2,1698,""
"x220820",188,2,0,""
"x220820",203,2,0,""
"x220820",214,2,0,""
"x220820",233,2,0,""
"x220820",258,2,0,""
"x220820",276,2,0,""
"x220820",320,2,0,""
"x220820",360,2,0,""
"x220820",372,2,0,""
"x220820",417,2,0,""
"x220820",440,2,30164,""
"x220820",446,2,0,""
"x220820",458,2,0,""
"x220820",524,2,0,""
"x220820",586,2,0,""
"x220820",591,2,0,""
"x220820",616,2,0,""
"x220820",659,2,0,""
"x220820",699,2,0,""
"x220820",724,2,0,""
"x220820",764,2,0,""
"x220820",842,2,1202141,""
"x220820",858,2,0,""
"x220830",36,2,0,""
"x220830",48,2,0,""
"x220830",84,2,0,""
"x220830",124,2,0,""
"x220830",152,2,0,""
"x220830",188,2,0,""
"x220830",320,2,0,""
"x220830",360,2,0,""
"x220830",388,2,0,""
"x220830",400,2,0,""
"x220830",410,2,0,""
"x220830",417,2,0,""
"x220830",458,2,0,""
"x220830",462,2,0,""
"x220830",498,2,0,""
"x220830",524,2,0,""
"x220830",528,2,0,""
"x220830",533,2,0,""
"x220830",591,2,48538,""
"x220830",646,2,0,""
"x220830",659,2,0,""
"x220830",702,2,0,""
"x220830",764,2,0,""
"x220830",792,2,85494,""
"x220830",826,2,31,""
"x220830",842,2,1399,""
"x220840",32,2,683481,""
"x220840",36,2,301,""
"x220840",40,2,0,""
"x220840",44,2,139154,""
"x220840",48,2,0,""
"x220840",68,2,249901,""
"x220840",70,2,0,""
"x220840",76,2,424201,""
"x220840",84,2,0,""
"x220840",124,2,26224,""
"x220840",152,2,881395,""
"x220840",156,2,0,""
"x220840",170,2,190085,""
"x220840",188,2,228173,""
"x220840",203,2,2908,""
"x220840",214,2,7437,""
"x220840",218,2,176801,""
"x220840",222,2,111491,""
"x220840",251,2,3,""
"x220840",276,2,750016,""
"x220840",320,2,338428,""
"x220840",328,2,0,""
"x220840",340,2,400048,""
"x220840",344,2,1,""
"x220840",360,2,0,""
"x220840",372,2,0,""
"x220840",376,2,21,""
"x220840",381,2,1168,""
"x220840",384,2,0,""
"x220840",388,2,0,""
"x220840",392,2,224,""
"x220840",410,2,0,""
"x220840",422,2,0,""
"x220840",428,2,5630,""
"x220840",446,2,0,""
"x220840",450,2,0,""
"x220840",458,2,0,""
"x220840",462,2,0,""
"x220840",480,2,0,""
"x220840",528,2,0,""
"x220840",531,2,5619,""
"x220840",533,2,79679,""
"x220840",554,2,957,""
"x220840",558,2,7146,""
"x220840",591,2,933336,""
"x220840",600,2,0,""
"x220840",604,2,177224,""
"x220840",616,2,0,""
"x220840",643,2,3885,""
"x220840",659,2,0,""
"x220840",670,2,0,""
"x220840",699,2,106745,""
"x220840",702,2,2750,""
"x220840",703,2,0,""
"x220840",710,2,4,""
"x220840",724,2,1496950,""
"x220840",740,2,0,""
"x220840",752,2,14,""
"x220840",757,2,39655,""
"x220840",764,2,0,""
"x220840",784,2,749,""
"x220840",826,2,1352,""
"x220840",842,2,9907939,""
"x220840",858,2,126039,""
"x220840",862,2,69722,""
"x220850",203,2,0,""
"x220850",214,2,1654,""
"x220850",352,2,0,""
"x220850",360,2,0,""
"x220850",458,2,0,""
"x220850",462,2,0,""
"x220850",490,2,0,""
"x220850",600,2,0,""
"x220850",699,2,0,""
"x220850",702,2,0,""
"x220850",842,2,0,""
"x220860",12,2,0,""
"x220860",40,2,0,""
"x220860",84,2,0,""
"x220860",124,2,17,""
"x220860",152,2,0,""
"x220860",188,2,0,""
"x220860",203,2,8,""
"x220860",214,2,14930,""
"x220860",222,2,0,""
"x220860",251,2,13,""
"x220860",276,2,1503,""
"x220860",320,2,10490,""
"x220860",340,2,3,""
"x220860",344,2,1501,""
"x220860",360,2,0,""
"x220860",368,2,1041,""
"x220860",392,2,2,""
"x220860",410,2,0,""
"x220860",417,2,0,""
"x220860",422,2,0,""
"x220860",440,2,0,""
"x220860",462,2,0,""
"x220860",528,2,187,""
"x220860",554,2,167,""
"x220860",558,2,5714,""
"x220860",591,2,699,""
"x220860",600,2,0,""
"x220860",616,2,5,""
"x220860",659,2,0,""
"x220860",699,2,1665,""
"x220860",702,2,3916,""
"x220860",704,2,0,""
"x220860",710,2,50,""
"x220860",752,2,0,""
"x220860",757,2,0,""
"x220860",764,2,0,""
"x220860",792,2,0,""
"x220860",826,2,0,""
